id	gen	cc	fam	dam	sire	dam.age	sire.age	wean.age	mf.ratio	dob	cage	sex	batch	cpp.date	cpp.mo	cpp.age	cpp.box	d1.weight	d1.fb	d2.weight	d2.fb	d3.weight	d3.fb	d4.weight	d4.fb	d5.weight	d5.fb	d8.weight	d8.fb	cpp1.1	cpp1.2	cpp1.3	cpp1.4	cpp1.5	cpp1.6	cpp1.t	cpp1.p	cpp8.1	cpp8.2	cpp8.3	cpp8.4	cpp8.5	cpp8.6	cpp8.t	cpp8.p	sc1.1	sc1.2	sc1.3	sc1.4	sc1.5	sc1.6	sc1.t	sc8.1	sc8.2	sc8.3	sc8.4	sc8.5	sc8.6	sc8.t	act1.1	act1.2	act1.3	act1.4	act1.5	act1.6	act1.t	act2.1	act2.2	act2.3	act2.4	act2.5	act2.6	act2.t	act3.1	act3.2	act3.3	act3.4	act3.5	act3.6	act3.t	act4.1	act4.2	act4.3	act4.4	act4.5	act4.6	act4.t	act5.1	act5.2	act5.3	act5.4	act5.5	act5.6	act5.t	act8.1	act8.2	act8.3	act8.4	act8.5	act8.6	act8.t	cpp.diff.p	cpp.diff1	cpp.diff2	cpp.diff3	cpp.diff4	cpp.diff5	cpp.diff6	cpp.diff	sens1	sens2	sens3	sens4	sens5	sens6	sens	wild	wild.binary	comerr1	comerr2	comerr3	comerr4	comerr5	comerr8	rm.act4	ppi.date	ppi.mo	ppi.weight	ppi.age	ppi.box	ppi3	ppi6	ppi12	avg.ppi	startle	habituation	sum.nostim	ppi3.logit	ppi6.logit	ppi12.logit	glu.date	glu.mo	glu.age	glu.weight	glucose	rip.date	rip.mo	rip.age	rip.weight	brain	coat	deaf	gen50	gen51	gen52	gen53	gen54	gen55	gen56	batch1	batch2	batch3	batch4	batch5	batch6	batch7	batch8	batch9	batch10	batch11	batch12	batch13	batch14	batch15	batch16	batch17	batch18	batch19	batch20	batch21	batch22	cpp.box1	cpp.box2	cpp.box3	cpp.box4	cpp.box5	cpp.box6	cpp.box7	cpp.box8	cpp.box9	cpp.box10	cpp.box11	cpp.box12	ppi.box1	ppi.box2	ppi.box3	ppi.box4	ppi.box5	coat1	coat2	coat3	tail
51718	54	WR	BrF53-24	51253	51232	92	93	20	0.666666667	9/5/2013	TestF54-08	M	14	10/28/2013	Oct	53	8	21.1	2	21.4	1	21.2	7	21.3	0	21.5	8	22	4	133.2	144.6	193.7	98.6	80.5	78.8	729.4	0.405222222	161.5	199.8	221.9	154.3	232	148.2	1117.7	0.62094	36	31	24	31	18	14	154	51	24	20	19	23	21	158	1554	1163	1120	1152	794	477	6260	425	443	403	366	305	273	2215	407	143	202	218	141	88	1199	356	508	413	375	407	397	2456	321	118	141	190	113	112	995	2404	1271	1109	947	1128	836	7695	0.215722222	28.3	55.2	28.2	55.7	151.5	69.4	388.3	-69	65	10	9	102	124	241	0	0	0	0	0	0	0	0	0	11/11/2013	Nov	23.6	67	4	59.55684545	79.07781118	80.61465966	73.08310543	72.5	14.83333333	23	0.168086663	0.577447523	0.618940595	11/18/2013	Nov	74	24.6	134	11/28/2013	Nov	82	25.7	n	W	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	7.8
51722	54	BR	BrF53-23	51251	51230	93	94	20	0.545454545	9/5/2013	TestF54-10	M	14	10/28/2013	Oct	53	1	28.2	2	28.8	0	29.3	5	29.7	0	29.6	4	30.9	4	152	173.4	174.8	194	107.2	177.1	978.5	0.543611111	182	204.9	239.7	257.4	215.6	199.6	1299.2	0.72178	29	22	35	25	24	26	161	35	23	19	10	26	18	131	1846	1705	2001	1460	1451	1635	10098	295	207	212	238	222	206	1380	209	158	225	174	141	101	1008	216	315	262	299	277	279	1648	194	170	148	121	104	108	845	2244	1735	1288	1310	1714	1598	9889	0.178166667	30	31.5	64.9	63.4	108.4	22.5	320.7	-79	108	50	61	55	73	268	0	0	0	0	0	0	0	0	0	11/11/2013	Nov	29.9	67	1	45.13570767	59.55381967	64.16920429	56.28624388	29	-5.666666667	45	-0.084769526	0.168032108	0.253070201	11/18/2013	Nov	74	31.1	200	11/28/2013	Nov	82	31.1	n	B	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	9
51723	54	WR	BrF53-19	51225	50768	92	93	20	0.666666667	9/5/2013	TestF54-07	F	14	10/28/2013	Oct	55	3	19.1	7	19.3	0	19.2	6	19.4	0	18.5	6	19.5	7	154.4	154.6	162.9	158.4	170.4	135.8	936.5	0.520277778	193.8	171.1	163.5	170.1	185.1	165.6	1049.2	0.58289	37	39	32	32	35	40	215	56	51	27	33	29	35	231	1722	1610	1571	1546	1577	1331	9357	591	478	390	390	562	521	2932	343	213	261	279	249	161	1506	514	361	336	375	381	305	2272	201	161	208	187	255	143	1155	2178	1914	1257	1310	1326	1340	9325	0.062611111	39.4	16.5	0.6	11.7	14.7	29.8	112.7	-77	-117	-54	-15	-181	-216	-660	1	1	0	0	0	0	0	0	0	11/11/2013	Nov	20.3	67	3	-8.03723351	-4.453508157	-2.832048844	-5.107596837	50.45833333	-41.5	27	-1.995635195	-1.995635195	-1.995635195	11/18/2013	Nov	76	20.8	51	11/26/2013	Nov	84	18.6	n	W	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	8
51727	54	BRL	BrF53-24	51253	51232	93	131	21	0.75	9/4/2013	TestF54-07	F	14	10/28/2013	Oct	53	4	16.4	5	15.7	0	15.5	7	16.1	0	16.2	5	16.1	5	154.8	152.7	128.4	197.1	131.6	190.3	954.9	0.5305	169.4	183.7	181.6	199.7	187.6	216.2	1138.2	0.63233	41	33	22	16	21	21	154	54	38	45	22	15	9	183	1560	1461	1117	1139	1188	1203	7668	492	523	457	386	330	343	2531	258	225	272	216	286	183	1440	513	556	591	645	663	558	3526	254	369	303	342	282	182	1732	2899	2250	2494	1830	1572	1195	12240	0.101833333	14.6	31	53.2	2.6	56	25.9	183.3	21	33	134	259	333	215	995	0	0	0	0	0	0	0	0	0	11/11/2013	Nov	16.8	69	4	30.32039801	63.1721393	70.91741294	54.80331675	44.125	-0.166666667	27	-0.361370763	0.234349093	0.387119847	11/18/2013	Nov	74	16.7	56	11/26/2013	Nov	82	20.9	n	B	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	8.1
51728	54	AGR	BrF53-30	51285	51270	90	92	21	0.625	9/4/2013	TestF54-10	M	14	10/28/2013	Oct	54	2	30.7	4	31.7	0	32.1	9	31.9	1	31.8	10	32.7	4	147.6	106.4	113.6	120.8	97.8	119.1	705.3	0.391833333	191.9	161	174.7	136.9	102.6	147.9	915	0.50833	22	26	28	24	28	30	158	31	22	18	23	20	17	131	1833	1572	1532	1265	1309	1245	8756	459	541	429	441	330	293	2493	358	261	213	175	224	125	1356	592	592	470	503	475	501	3133	331	190	197	202	193	99	1212	1920	1588	1018	1336	1149	866	7877	0.1165	44.3	54.6	61.1	16.1	4.8	28.8	209.7	133	51	41	62	145	208	640	0	0	0	0	0	0	0	0	0	11/11/2013	Nov	32.1	68	2	75.24852548	67.15607199	81.58441297	74.66300348	33.5	-10.5	27	0.482896918	0.310630194	0.646421626	11/18/2013	Nov	75	32.6	129	11/28/2013	Nov	83	34.4	n	A	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	7.9
51731	54	BR	BrF53-23	51251	51230	93	94	20	0.545454545	9/5/2013	TestF54-09	F	14	10/28/2013	Oct	53	9	19.9	2	20.6	0	20.4	1	20.2	0	19.8	7	20.2	5	147.8	143.4	137.7	190	180.7	161.5	961.1	0.533944444	164.8	139.9	167.9	146	118.1	136.3	873	0.485	33	25	29	34	31	25	177	43	34	39	29	37	29	211	1892	1607	1401	1961	1434	1286	9581	439	339	459	370	432	351	2390	413	361	264	281	284	210	1813	598	561	752	729	709	720	4069	273	258	276	185	200	280	1472	2106	1448	1826	1425	1678	1112	9595	-0.048944444	17	-3.5	30.2	-44	-62.6	-25.2	-88.1	159	222	293	359	277	369	1679	0	0	0	0	0	0	0	0	0	11/11/2013	Nov	22	67	1	65.43570501	77.93447828	80.40063501	74.59027277	35.58333333	-6	46	0.277187083	0.548015432	0.613017478	11/18/2013	Nov	74	20.4	111	11/26/2013	Nov	82	21	n	B	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	7.9
51734	54	WR	BrF53-31	51305	50796	83	132	20	0.666666667	9/5/2013	TestF54-10	M	14	10/28/2013	Oct	53	3	26.9	4	28.4	0	29	6	29.1	0	28.9	4	29.7	0	130.8	107	127.1	87.7	88.8	123.6	665	0.369444444	154.3	179.6	146	158.6	149.2	145.4	933.1	0.51839	49	49	44	42	39	49	272	33	37	29	30	34	43	206	1286	1478	1462	1300	1311	1352	8189	262	198	179	275	340	370	1624	274	259	202	230	202	203	1370	434	334	276	364	279	304	1991	237	168	213	228	219	179	1244	2016	1943	1622	1555	1735	1634	10505	0.148944444	23.5	72.6	18.9	70.9	60.4	21.8	268.1	172	136	97	89	-61	-66	367	0	0	0	0	0	0	0	0	0	11/11/2013	Nov	28.6	67	3	26.96973947	10.97598092	35.4788036	24.47484133	127.125	-43.83333333	30	-0.432626099	-0.909063854	-0.259733445	11/18/2013	Nov	74	28.2	104	11/28/2013	Nov	82	30	y	W	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	8.5
51737	54	WR	BrF53-31	51305	50796	83	132	20	0.666666667	9/5/2013	TestF54-09	F	14	10/28/2013	Oct	53	10	21.4	3	22.4	0	22.9	6	22.9	0	22.8	6	23.2	4	148.9	137.3	123	130.8	146.5	135.2	821.7	0.4565	167.5	152.4	165.2	167.6	131.7	108.5	892.9	0.49606	36	51	38	35	46	33	239	40	36	34	38	35	25	208	2698	2602	2275	1924	2222	1660	13381	378	338	384	535	465	332	2432	350	267	197	166	194	210	1384	398	297	349	363	281	304	1992	332	244	240	257	165	193	1431	2637	2621	2163	2319	1869	1632	13241	0.039555556	18.6	15.1	42.2	36.8	-14.8	-26.7	71.2	20	-41	-35	-172	-184	-28	-440	0	0	0	0	0	0	0	0	0	11/11/2013	Nov	23.8	67	2	16.49967855	36.88739429	43.67241976	32.3531642	43.75	-10.66666667	31	-0.704212664	-0.233238133	-0.110513839	11/18/2013	Nov	74	23.6	81	11/26/2013	Nov	82	23.7	n	W	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	8.5
51738	54	BL	BrF53-32	51365	51226	50	94	20	0.444444444	9/5/2013	TestF54-10	M	14	10/28/2013	Oct	53	4	25.7	10	26.6	0	26.5	7	26.9	2	26.7	9	27.3	9	119.6	116.3	105.9	150.5	84.2	123.2	699.7	0.388722222	132.4	152.5	190.1	153.2	164.1	148.9	941.2	0.52289	26	24	15	23	19	33	140	35	26	18	32	27	20	158	1775	1898	1708	1923	1704	1523	10531	550	616	620	572	518	325	3201	403	314	344	216	335	190	1802	531	573	529	469	596	435	3133	277	243	311	218	220	158	1427	1919	1590	1253	1449	1087	851	8149	0.134166667	12.8	36.2	84.2	2.7	79.9	25.7	241.5	-19	-43	-91	-103	78	110	-68	0	0	0	0	0	0	0	0	0	11/11/2013	Nov	26.4	67	4	56.86276439	75.59468765	81.83767831	71.43171012	40.79166667	0.666666667	39	0.119975659	0.491006907	0.653781937	11/18/2013	Nov	74	27.1	104	11/28/2013	Nov	82	30.1	n	B	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	8.3
51739	54	AGL	BrF53-30	51285	51270	90	92	21	0.625	9/4/2013	TestF54-09	F	14	10/28/2013	Oct	54	11	18.5	6	19.2	0	18.2	5	18.9	0	19.2	5	19.5	4	125.6	182.1	215.7	138.6	193.8	172.7	1028.5	0.571388889	200	167	174.4	170.5	165	142.2	1019.1	0.56617	27	29	19	16	26	24	141	43	34	32	36	33	26	204	1592	1620	1094	1119	1241	1220	7886	593	522	413	369	323	377	2597	434	206	229	204	202	173	1448	575	388	201	327	144	19	1654	309	281	309	356	112	214	1581	2137	1850	1320	1341	1188	912	8748	-0.005222222	74.4	-15.1	-41.3	31.9	-28.8	-30.5	-9.4	-18	-134	-212	-42	-179	-358	-943	0	0	0	0	0	0	0	0	0	11/11/2013	Nov	21.2	68	3	38.27669658	31.19995967	59.10275285	42.85980303	77.875	3	27	-0.207514712	-0.34343466	0.159913634	11/18/2013	Nov	75	20.2	90	11/26/2013	Nov	83	21.4	y	A	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	7.3
51742	54	WL	BrF53-21	51261	50762	93	132	20	0.5	9/5/2013	TestF54-12	M	14	10/28/2013	Oct	53	9	27	7	28.2	0	28.6	9	29.4	0	29.8	9	30.9	6	148.4	178.2	177.6	198.5	168.5	196.5	1067.7	0.593166667	154	153.8	183.3	167	149.3	161	968.4	0.538	14	21	21	11	16	9	92	24	19	20	7	13	13	96	1378	1480	1089	1066	1221	997	7231	359	368	269	253	248	226	1723	283	130	195	100	167	118	993	483	575	430	382	336	363	2569	260	143	134	144	105	100	886	1809	1364	1214	737	1112	1177	7413	-0.055166667	5.6	-24.4	5.7	-31.5	-19.2	-35.5	-99.3	124	207	161	129	88	137	846	0	0	0	0	0	0	0	0	0	11/11/2013	Nov	31.1	67	1	41.95327718	66.31977241	83.97690486	64.08331815	70.91666667	-28	48	-0.141011814	0.29426801	0.719413452	11/18/2013	Nov	74	32	72	11/28/2013	Nov	82	33.4	y	W	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	8.4
51745	54	BL	BrF53-32	51365	51226	50	94	20	0.444444444	9/5/2013	TestF54-09	F	14	10/28/2013	Oct	53	12	17.1	4	17.4	0	17.5	4	18.1	2	18.1	5	18.2	4	136.1	161.5	158.8	125.4	177.3	120.3	879.4	0.488555556	188.6	221.2	178.4	185.5	206.6	203.1	1183.4	0.65744	27	22	22	15	19	22	127	35	30	30	28	35	19	177	1764	1478	1633	1352	1592	1265	9084	569	690	530	720	720	718	3947	598	417	421	321	294	64	2115	651	771	647	583	578	580	3810	483	388	396	251	281	185	1984	2251	1936	1613	1470	1690	1265	10225	0.168888889	52.5	59.7	19.6	60.1	29.3	82.8	304	82	81	117	-137	-142	-138	-137	0	0	0	0	0	0	0	0	0	11/11/2013	Nov	19.8	67	4	59.0106743	69.25800573	75.92467239	68.06445081	32.29166667	4.833333333	29	0.158259803	0.352737945	0.498810721	11/18/2013	Nov	74	18.8	56	11/26/2013	Nov	82	18.7	n	B	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	7.6
51746	54	BR	BrF53-20	51255	50498	92	134	20	0.625	9/5/2013	TestF54-12	M	14	10/28/2013	Oct	53	10	30.1	1	30.4	0	30.6	7	30.8	0	30.2	2	29.9	3	121.3	134.5	165	175.1	190.2	158.7	944.8	0.524888889	233.2	146.1	163.7	166.7	124.4	34.7	868.8	0.48267	22	13	13	13	15	22	98	28	18	13	21	14	7	101	1695	1395	1477	1025	913	1532	8037	316	338	396	364	318	342	2074	336	139	106	168	92	86	927	439	399	423	435	384	334	2414	179	210	206	142	92	109	938	2285	1458	1466	1591	1382	1059	9241	-0.042222222	111.9	11.6	-1.3	-8.4	-65.8	-124	-76	123	61	27	71	66	-8	340	0	0	0	0	0	0	0	0	0	11/11/2013	Nov	29.4	67	2	37.53523238	69.34332834	63.82458771	56.90104948	31.70833333	-27.83333333	24	-0.22119602	0.354479681	0.246574529	11/18/2013	Nov	74	31.7	100	11/28/2013	Nov	82	32.5	n	B	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	9
51747	54	WR	BrF53-21	51261	50762	93	132	20	0.5	9/5/2013	TestF54-11	F	14	10/28/2013	Oct	53	5	22.3	5	22.5	0	22.8	6	23	1	22.7	3	23.7	5	150.9	144.5	173.8	177.4	168.3	161	975.9	0.542166667	128.6	197.4	161	127.6	203.9	131.6	950.1	0.52783	14	23	14	17	18	18	104	30	31	23	22	21	18	145	1039	1354	953	1140	1056	1008	6550	272	164	192	183	204	158	1173	278	232	173	157	119	70	1029	432	340	343	253	319	325	2012	242	212	153	151	141	86	985	2450	2414	1796	2047	1860	1768	12335	-0.014333333	-22.3	52.9	-12.8	-49.8	35.6	-29.4	-25.8	160	176	151	70	115	167	839	0	0	0	0	0	0	0	0	0	11/11/2013	Nov	24.3	67	1	54.56544789	36.54855149	70.687143	53.93371413	52.91666667	24.83333333	45	0.079531473	-0.239571371	0.38228228	11/18/2013	Nov	74	24.8	97	11/26/2013	Nov	82	25.4	n	W	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	8.1
51748	54	AGR	BrF53-29	51287	50480	92	134	21	0.555555556	9/6/2013	TestF54-12	M	14	10/28/2013	Oct	52	11	25.7	2	25.7	1	26.4	3	26.7	0	26	7	26.4	5	134.4	36.5	87	42.7	57.9	143.6	502.1	0.278944444	209.3	38.3	111.3	82	154.8	90.4	686.1	0.38117	31	13	27	7	16	14	108	26	10	20	24	40	42	162	1470	803	1452	677	1353	1308	7063	198	129	370	325	161	245	1428	114	137	300	155	210	5	921	260	242	473	171	158	152	1456	180	169	294	217	191	240	1291	1147	552	1367	1263	1706	1562	7597	0.102222222	74.9	1.8	24.3	39.3	96.9	-53.2	184	62	113	103	-154	-3	-93	28	0	0	0	0	0	0	0	0	0	11/11/2013	Nov	27.5	66	3	36.52307692	50.49230769	54.67692308	47.23076923	28.95833333	15	24	-0.240048509	0.008552537	0.081484681	11/18/2013	Nov	73	26.3	42	11/28/2013	Nov	81	27.1	n	A	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	8.2
51752	54	AGL	BrF53-28	51271	51222	92	94	21	0.555555556	9/6/2013	TestF54-12	M	14	10/28/2013	Oct	52	12	31	4	32.4	4	32.7	10	33.2	3	33.1	5	34.3	5	156.2	152.8	153.5	86	156.6	226.7	931.8	0.517666667	206.5	218.6	141.8	219.3	198.5	182.1	1166.8	0.64822	20	22	14	14	18	10	98	28	15	17	9	10	10	89	1993	1498	1281	973	1563	1106	8414	367	164	160	228	209	254	1382	294	205	146	141	135	126	1047	289	219	151	168	86	60	973	158	85	116	94	61	50	564	1958	1414	1415	772	1083	807	7449	0.130555556	50.3	65.8	-11.7	133.3	41.9	-44.6	235	-78	55	-9	-60	-123	-194	-409	0	0	0	0	0	0	0	0	0	11/11/2013	Nov	36.1	66	4	84.4626816	87.47787512	86.85194632	86.26416768	51	-20.33333333	21	0.7352888	0.844220195	0.819918087	11/18/2013	Nov	73	39.1	155	11/28/2013	Nov	81	42.1	n	A	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	8.7
51753	54	AGL	BrF53-20	51255	50498	92	134	20	0.625	9/5/2013	TestF54-11	F	14	10/28/2013	Oct	53	6	22.5	0	22.7	0	23	3	22.9	0	22.9	3	23	3	167.8	145.9	199.9	150.2	112.3	176.3	952.4	0.529111111	193.7	202.5	176.6	174.3	167.8	208.2	1123.1	0.62394	32	23	19	21	35	26	156	54	41	38	33	25	42	233	1735	1578	1574	1549	1550	1004	8990	584	742	699	678	572	531	3806	345	250	418	372	332	203	1920	520	495	500	546	559	427	3047	238	346	241	211	339	229	1604	3244	2768	2317	2620	2059	2263	15271	0.094833333	25.9	56.6	-23.3	24.1	55.5	31.9	170.7	-64	-247	-199	-132	-13	-104	-759	0	0	0	0	0	0	0	0	0	11/11/2013	Nov	24.8	67	2	31.38670285	59.0990502	75.71343284	55.39972863	58.25	-12.33333333	29	-0.339662594	0.159847108	0.493806805	11/18/2013	Nov	74	26.4	97	11/26/2013	Nov	82	28.4	n	A	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	8.9
51756	54	BR	BrF53-2	50725	50088	134	133	21	0.5	9/6/2013	TestF54-14	M	14	10/28/2013	Oct	52	5	26.7	2	27.6	0	27.3	6	27.8	0	28	4	28.2	4	131.5	70.1	126.1	138.4	144.4	114.6	725.1	0.402833333	144.4	121.5	94.7	190	140.2	135.3	826.1	0.45894	36	19	26	30	15	19	145	37	29	15	27	15	14	137	1950	1197	1225	1632	1015	1183	8202	393	348	386	408	409	314	2258	312	180	164	150	163	132	1101	494	565	522	457	403	412	2853	210	142	143	218	171	139	1023	2319	1418	1166	1486	1082	718	8189	0.056111111	12.9	51.4	-31.4	51.6	-4.2	20.7	101	101	217	136	49	-6	98	595	0	0	0	0	0	0	0	0	0	11/11/2013	Nov	28.2	66	1	45.71924218	73.68745201	79.08422735	66.16364051	96.79166667	9.5	52	-0.074546879	0.447230634	0.577615963	11/18/2013	Nov	73	28.9	141	11/28/2013	Nov	81	30.8	n	B	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	8.3
51759	54	BR	BrF53-29	51287	50480	92	134	21	0.555555556	9/6/2013	TestF54-11	F	14	10/28/2013	Oct	52	7	18.2	0	18.7	0	19.1	5	19.3	0	19.6	3	19.3	2	81	104.5	91.3	90.1	71.2	74.5	512.6	0.284777778	151.6	115.6	168.7	180.7	170	196.5	983.1	0.54617	30	49	48	31	35	48	241	53	30	28	22	18	28	179	1245	1392	1038	922	918	1141	6656	315	204	167	200	205	106	1197	304	197	151	235	164	92	1143	220	128	100	117	117	102	784	247	154	199	120	154	78	952	1511	902	1041	796	696	625	5571	0.261388889	70.6	11.1	77.4	90.6	98.8	122	470.5	-95	-76	-67	-83	-88	-4	-413	1	1	0	0	0	0	0	0	0	11/11/2013	Nov	19.8	66	3	64.33288606	71.43778076	78.83408203	71.53491628	46.54166667	-12.33333333	27	0.256165066	0.398136006	0.571076906	11/18/2013	Nov	73	20.2	102	11/26/2013	Nov	81	21.1	y	B	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	7.7
51760	54	WR	BrF53-3	50721	51212	134	95	21	0.2	9/6/2013	TestF54-14	M	14	10/28/2013	Oct	52	6	25.9	7	25.7	0	25.3	4	25	0	24.6	5	23.6	2	96.2	156.8	148.5	139.8	108.4	142.6	792.3	0.440166667	136.9	167.5	174.3	167.3	152.7	187.3	986	0.54778	22	48	23	25	28	28	174	53	36	59	29	32	43	252	2222	2323	1635	1404	1097	1242	9923	370	502	351	380	464	292	2359	410	298	351	384	285	184	1912	635	647	566	422	564	371	3205	373	391	376	336	338	237	2051	2842	2163	2157	1938	1700	1560	12360	0.107611111	40.7	10.7	25.8	27.5	44.3	44.7	193.7	265	145	215	42	100	79	846	0	0	0	0	0	0	0	0	0	11/11/2013	Nov	23.4	66	2	53.50551754	74.75695131	80.30297038	69.52181308	23.66666667	-20.33333333	40	0.060997151	0.471509777	0.610330872	11/18/2013	Nov	73	23.9	65	11/28/2013	Nov	81	28.7	n	W	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	8
51764	54	AGR	BrF53-12	50077	50714	133	134	21	0.545454545	9/6/2013	TestF54-14	M	14	10/28/2013	Oct	52	7	28	10	28.6	3	28.3	7	28.2	1	28.6	5	29.8	1	120.2	149	153.9	177.2	141.3	131.7	873.3	0.485166667	144.5	158.7	174.3	165.4	186.2	124.5	953.6	0.52978	24	25	25	35	22	32	163	35	30	49	21	40	25	200	817	884	787	954	913	927	5282	253	242	282	338	314	311	1740	307	149	123	140	140	64	923	346	320	268	200	270	138	1542	333	236	168	187	140	130	1194	1705	1442	1250	1011	950	1244	7602	0.044611111	24.3	9.7	20.4	-11.8	44.9	-7.2	80.3	93	78	-14	-138	-44	-173	-198	0	0	0	0	0	0	0	0	0	11/11/2013	Nov	32.2	66	3	38.16895874	50.42043222	61.07583497	49.88840864	79.75	-25.16666667	43	-0.209496248	0.007303828	0.195650108	11/18/2013	Nov	73	33.7	110	11/28/2013	Nov	81	35.7	y	A	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	7.9
51765	54	AGR	BrF53-28	51271	51222	92	94	21	0.555555556	9/6/2013	TestF54-11	F	14	10/28/2013	Oct	52	8	19.4	4	18.9	0	19.7	5	20.1	1	20	3	19.8	4	151.8	211.4	195.1	158.4	201.7	197.7	1116.1	0.620055556	175.8	128.6	126.4	183.4	184.3	172.8	971.3	0.53961	33	28	30	18	28	19	156	50	51	36	42	39	36	254	1673	1295	1381	1533	1448	1308	8638	589	489	492	499	504	499	3072	538	251	294	303	169	113	1668	736	501	391	341	389	366	2724	544	293	335	232	233	145	1782	2295	2019	1294	1273	1601	1279	9761	-0.080444444	24	-82.8	-68.7	25	-17.4	-24.9	-144.8	147	12	-101	-158	-115	-133	-348	0	0	0	0	0	0	0	0	0	11/11/2013	Nov	19.3	66	4	59.75163399	75.3627451	82.50326797	72.53921569	64.66666667	-26.33333333	27	0.171601532	0.485564393	0.673514211	11/18/2013	Nov	73	19.6	50	11/26/2013	Nov	81	20.6	n	A	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	8
