Chromosome	Position
13	67170851
13	67214544
13	67314804
1	179128558
13	67424672
13	67507421
13	67669285
13	67751890
13	67863269
1	179239876
13	67915441
13	68014135
13	68093344
13	68228601
1	179256917
13	68305696
13	68441184
13	68525156
13	68556271
13	68702697
13	68783826
13	68835286
13	68953644
13	69026054
13	69129880
13	69230630
13	69323969
13	69382716
13	69408962
13	69431982
13	69453023
13	69465746
13	69486952
13	69514099
13	69539295
13	69561436
13	69578987
13	69597328
1	179443442
13	69624228
13	69650960
13	69668232
13	69689449
13	69711157
13	69731945
13	69749400
13	69782627
13	69797359
13	69820916
13	69831397
13	69869027
13	69881681
13	69905796
13	69922700
13	69944591
13	69991121
13	70002091
13	70037845
1	179509307
13	70061668
13	70066809
13	70102718
13	70127315
13	70142305
13	70178213
13	70205877
13	70229845
13	70254047
13	70264900
13	70289343
13	70313007
13	70362880
13	70399744
13	70413856
13	70433312
13	70464848
13	70493193
13	70508147
1	179591732
13	70525925
13	70543602
13	70571267
13	70591806
13	70616513
13	70659189
13	70671858
13	70702076
13	70745964
13	70761183
13	70792921
13	70799678
13	70831937
13	70851359
13	70881483
13	70897356
13	70917292
13	70958610
1	179669095
13	70984199
13	71024604
13	71041488
13	71070060
13	71079269
13	71110928
13	71132254
13	71150537
13	71179525
13	71203806
13	71215067
13	71236618
13	71263127
1	179731994
13	71285670
13	71305399
13	71332423
13	71349011
13	71377824
13	71398737
13	71412971
13	71461738
13	71477781
13	71491273
13	71500708
13	71507789
13	71515292
13	71519212
13	71526945
13	71527505
13	71537044
13	71539657
1	179824770
13	71546967
13	71553469
13	71558729
13	71561562
13	71572604
13	71576491
13	71586169
13	71593275
13	71595944
1	179878223
13	71610201
13	71613372
13	71618506
13	71627138
13	71640140
13	71643728
13	71650127
13	71654491
13	71659932
13	71672129
13	71677836
13	71689784
13	71695546
13	71700823
13	71706574
13	71711615
1	179970242
13	71717177
13	71723842
13	71730117
13	71735240
13	71746978
13	71755989
13	71783971
1	180051911
13	71856190
13	71910620
1	180134885
13	71978219
13	72067832
13	72118515
1	180213736
13	72153934
13	72286967
13	72346117
1	180288876
13	72384263
13	72445845
13	72532655
13	72646197
13	72686544
1	180371547
13	72806390
13	72888552
13	72952716
13	73012221
1	20158526
13	73095633
13	73150440
13	73193065
1	180469101
13	73279814
13	73355323
13	73417850
13	73442635
13	73492908
13	73551759
13	73564531
13	73568656
13	73578008
13	73593481
13	73598359
13	73603349
13	73611215
13	73616060
13	73626066
13	73632612
13	73640822
13	73646784
13	73653801
13	73660050
13	73674469
13	73689156
13	73745503
13	73829962
13	73904975
1	180539141
13	73988457
13	74112524
13	74230744
13	74333358
13	74484644
13	74624574
13	74705446
13	74800404
1	180600500
13	74893421
13	74964844
13	75142716
13	75284717
13	75383388
1	180645138
13	75460835
13	75555027
13	75639814
13	75734634
13	75792647
13	75855266
13	75933286
13	76046522
13	76132122
13	76358938
13	76448088
13	76645542
13	76704760
13	76751412
13	76893091
13	76956500
1	180817640
13	77030324
13	77120649
13	77204201
13	77276411
13	77391386
13	77483954
13	77505839
13	77606533
13	77668480
13	77790571
13	77867417
13	77954876
13	78027165
13	78113829
13	78173369
13	78289749
13	78371813
1	180909446
13	78519369
13	78587439
13	78669168
13	78762191
13	78857028
13	79016116
13	79066089
13	79252147
1	180967738
13	79372226
13	79420872
13	79593304
13	79656881
13	79725743
13	79842737
13	79925426
13	79999330
13	80062559
13	80144481
13	80331157
13	80393733
13	80500769
13	80668135
1	181067640
13	80749073
13	80833191
13	81081844
13	81162304
13	81220954
1	181124888
13	81306317
13	81345245
13	81347782
13	81357987
13	81360245
13	81374172
13	81383565
13	81401636
13	81407097
13	81413620
13	81420060
13	81429276
13	81437141
13	81446872
13	81450617
13	81459391
13	81465425
13	81473708
13	81483445
13	81503024
13	81583532
13	81617829
13	81682094
13	81753216
13	81802847
13	81883096
13	81966561
13	82013474
13	82058646
13	82145475
13	82201419
13	82249813
13	82342639
13	82435214
13	82495476
13	82509564
13	82617652
13	82669063
13	82742570
13	82773026
13	82848263
13	82904615
1	181274618
13	83011668
13	83065313
13	83130008
13	83184875
13	83255378
13	83342817
13	83378448
13	83460765
13	83505856
13	83576515
13	83654900
1	181332424
13	83729418
13	83793589
13	83836693
1	181347508
13	83904110
13	83935891
13	83938285
13	83941667
13	83945221
13	83950013
13	83958847
13	83961526
13	83963670
13	83969099
13	83974120
13	83974730
13	83979484
13	83983922
13	83987435
13	83991058
13	83996564
13	83998111
13	84006085
13	84009826
13	84013338
13	84017040
13	84020768
13	84023991
13	84027901
13	84030542
13	84037195
13	84048599
1	181381368
13	84307599
13	84540729
13	84559870
13	84572347
13	84588063
1	181418561
13	84600757
13	84610388
13	84630671
13	84635926
13	84658093
13	84670166
13	84712326
13	84720769
13	84739595
13	84753250
13	84768422
13	84781843
13	84800452
13	84829985
13	84836217
13	84855676
13	84869399
13	84880853
13	84894344
13	84909105
13	84935317
1	181441843
13	84950075
13	84958941
13	85099248
1	181481871
1	181512677
13	85736653
1	181541330
1	181564065
1	181602969
13	86194666
1	181639505
13	86482463
1	181661796
1	181693726
1	181724688
1	181753072
13	87098950
1	181785697
13	87384817
1	181845428
13	87548039
13	87628632
1	181862769
13	87683251
13	87742890
13	87833365
13	87897979
13	87989190
13	88049672
13	88120298
1	181912758
13	88169261
13	88271902
1	181928098
13	88339508
13	88396240
1	181958261
13	88567100
13	88602937
13	88697333
1	181993474
13	88763757
13	88866458
13	88887510
13	88979688
1	182020362
13	89034613
13	89126212
1	182049952
13	89241342
13	89285315
13	89351533
1	182087758
13	89494275
13	89571501
13	89640891
13	89705657
1	182114377
13	89793218
13	89869962
13	89931539
1	182134257
13	89999967
13	90080369
13	90112771
13	90218073
13	90290262
13	90365461
13	90436233
13	90511262
1	182176309
13	90579963
13	90635018
13	90689325
13	90769553
1	182202312
13	90890591
13	91031760
13	91057719
1	182229001
13	91230655
1	182252184
13	91307077
13	91346366
13	91430628
13	91483508
1	182294762
13	91508928
13	91509489
13	91511528
13	91512009
13	91512319
13	91513059
13	91513472
13	91515810
13	91518834
13	91565154
13	91611020
13	91676451
13	91718860
1	182327772
13	91800163
13	91836592
13	91938142
13	91988153
1	182366376
13	92117208
13	92826186
1	182371964
13	92919763
13	92992096
13	93068453
13	93120650
13	93188771
1	182402122
13	93269759
13	93314894
13	93346566
13	93458409
13	93479616
13	93529604
13	93621341
1	182439668
13	93682177
13	93810450
13	93863820
13	93942212
13	94006697
1	182477196
13	94077614
13	94122883
13	94189084
13	94254523
1	182499839
13	94309950
13	94378863
13	94434287
13	94511981
13	94552152
1	182548468
13	94642166
13	94674882
13	94710551
13	94725341
13	94777448
13	94803543
1	182572960
13	94831870
13	94856516
13	94870634
1	182592269
13	94907277
13	94929879
13	94991507
13	95015967
13	95048147
13	95071924
13	95097260
1	182624353
13	95135149
13	95161136
13	95195733
13	95246863
13	95274616
13	95301666
13	95318208
13	95360556
13	95387992
13	95414801
1	182685286
13	95445752
13	95463298
13	95498313
13	95528315
13	95557392
1	182704157
13	95619528
13	95660435
13	95699119
13	95715099
13	95754736
13	95772167
13	95809835
13	95846731
13	95853025
13	95892626
13	95924162
1	182749006
13	95944291
13	95965839
13	96004216
13	96030901
13	96058885
1	182764567
13	96120844
13	96147157
13	96176812
13	96206690
13	96239061
13	96263411
13	96280217
13	96324744
13	96325241
13	96333631
13	96338243
13	96342683
13	96348982
13	96353094
13	96353849
13	96360175
13	96362172
13	96368278
13	96372526
13	96376872
13	96380723
13	96385727
13	96387406
13	96392239
13	96397195
13	96399813
13	96406566
13	96410605
13	96416464
13	96473277
1	182836525
13	96589547
13	96639830
13	96683127
13	96693409
13	96751918
13	96793045
13	96821148
1	20384927
1	182869658
13	96864971
13	96910957
13	96942182
13	96978136
13	97008597
1	182892019
13	97072221
13	97105528
13	97137640
13	97173208
13	97205504
13	97255746
13	97285071
1	182933209
13	97344401
13	97380742
13	97421544
13	97441590
13	97514111
13	97537194
13	97576392
13	97615878
1	182962575
13	97664682
13	97690107
13	97736033
13	97762266
13	97817651
1	182988992
13	97854371
13	97884055
13	97929016
13	97971649
13	97998001
13	98069953
13	98087481
1	183016729
13	98120135
13	98181418
13	98209396
13	98241455
1	20400757
1	183041783
13	98317240
13	98400346
13	98445368
13	98481299
13	98527527
13	98562379
13	98615646
1	183080688
13	98629833
13	98671525
13	98724079
13	98777470
13	98790951
13	98826345
1	183135052
13	98881867
13	98918378
13	98984079
13	99024447
1	183168681
13	99086312
13	99103304
13	99154323
13	99191326
13	99228131
13	99280434
13	99312725
13	99329275
13	99340667
1	183211779
13	99382465
13	99390467
1	183228104
13	99443500
13	99454587
13	99486818
13	99530338
13	99552013
13	99579796
13	99605131
13	99628245
13	99650083
13	99667062
13	99695676
13	99727398
13	99730293
13	99772735
13	99785184
13	99809264
13	99828358
13	99896382
1	183268394
13	99923306
13	99946836
13	99970032
13	99995595
13	100010777
13	100042186
13	100063175
13	100078406
1	183291822
13	100103117
13	100123265
13	100157436
13	100179108
13	100202681
13	100220467
1	183308959
13	100253288
13	100301897
13	100319941
13	100334020
13	100365437
13	100388794
13	100400861
13	100435485
13	100450314
13	100475563
13	100510688
13	100522904
13	100545320
1	183343727
13	100562314
13	100595937
13	100620720
13	100640974
13	100657691
13	100682073
13	100704319
13	100729132
13	100754873
13	100779756
13	100803592
13	100825905
13	100849058
13	100872579
13	100895797
13	100927912
13	100937928
13	100956330
1	183373570
13	100981045
13	101012345
13	101024188
13	101057535
13	101084212
13	101096107
13	101122385
13	101139654
13	101162658
13	101202626
13	101219978
13	101235291
13	101318118
13	101331222
13	101356568
13	101381808
13	101404725
13	101437379
1	183405683
13	101469977
13	101493392
13	101543672
13	101561940
13	101623298
13	101654386
13	101698107
13	101726174
13	101746287
13	101764103
13	101789356
13	101807676
1	183440809
13	101846246
13	101858081
13	101885553
13	101900631
13	101933939
13	101958664
13	102002349
13	102025406
13	102048467
13	102071742
13	102089107
13	102119489
13	102141134
1	183468991
13	102164952
13	102178443
13	102211241
13	102234481
13	102254705
13	102278118
13	102312473
13	102329926
13	102347092
13	102378482
13	102404280
13	102422779
13	102432537
1	183497655
13	102463656
13	102493666
13	102506072
13	102530918
13	102542125
13	102544621
13	102548505
13	102550960
13	102556138
13	102559560
13	102562934
13	102566251
13	102568809
13	102572271
13	102574656
13	102579115
13	102581384
13	102589876
13	102592757
13	102597217
13	102599154
13	102603026
13	102605561
13	102608292
13	102615894
13	102620191
13	102623934
13	102626476
13	102632642
13	102669918
13	102703115
1	183527701
13	102739080
13	102765226
13	102844779
13	102893558
1	183563223
13	102914288
13	102956998
13	102997492
13	103066236
1	183588649
13	103100940
13	103135505
1	183611429
13	103164468
13	103209063
13	103238954
13	103281543
13	103312516
1	183649658
13	103363609
13	103376765
13	103426407
13	103454858
13	103495766
13	103524287
13	103561799
1	183706300
13	103605142
13	103643574
1	183735465
13	103676831
13	103716501
13	103737063
1	183757912
13	103771662
13	103781809
13	103788426
13	103793893
13	103807818
13	103810718
13	103817995
13	103829009
13	103846708
13	103850221
13	103858340
13	103867218
13	103875892
13	103883726
13	103887136
13	103896782
13	103901381
13	103913030
13	103920865
13	103925827
13	103933038
13	103940197
13	103949601
13	103958478
13	103964832
13	103974039
13	103982544
13	103987068
13	104001123
13	104011948
13	104020033
13	104024555
13	104035906
13	104040649
1	183795329
13	104048998
13	104056264
13	104061172
13	104080441
13	104086079
13	104112234
13	104150178
13	104175778
13	104220735
13	104264562
13	104390848
1	183837577
13	104408762
13	104469176
1	183857982
13	104514884
13	104573744
13	104610599
13	104639781
1	183888961
13	104703627
13	104740016
13	104777369
13	104836846
13	104896252
13	104933137
13	104976812
13	105035674
13	105088697
13	105134377
1	183932026
13	105172455
13	105225083
13	105290072
1	183951464
13	105357750
13	105407239
13	105463791
1	183974707
13	105553335
13	105645897
13	105697789
13	105745156
13	105792229
1	184002242
13	105839709
13	105898642
13	105938924
13	105982544
13	106028899
13	106074135
1	184039655
13	106170549
13	106195604
13	106270735
13	106319186
1	184059592
13	106362851
13	106395502
13	106468331
13	106510159
13	106590641
13	106625684
13	106713610
13	106719355
1	184112000
13	106795929
13	106809012
1	184139565
13	106879434
13	106924773
13	107021487
13	107068353
1	184175831
13	107133172
13	107150392
1	184186402
13	107193758
13	107259535
13	107288240
13	107335387
1	184221533
13	107382879
13	107463569
13	107479875
13	107520458
13	107592956
13	107636366
1	184250986
13	107682093
13	107727352
13	107780090
13	107819935
13	107869496
1	184283707
13	107892241
13	107916165
13	108000247
13	108017352
13	108035637
13	108068061
13	108084086
13	108132040
13	108155359
13	108172811
13	108193572
13	108229216
13	108252202
13	108276095
13	108300487
13	108316780
1	184319629
13	108355335
13	108385746
13	108396686
13	108421164
13	108462770
13	108473462
1	184337857
13	108506864
13	108558893
13	108584741
13	108599882
13	108624287
13	108662282
13	108688169
13	108712651
13	108743378
13	108752826
13	108787539
1	184373176
13	108823605
13	108831191
13	108867069
13	108903421
13	108908747
13	108943712
13	108975950
13	109002517
13	109020115
13	109046317
13	109072135
13	109105901
1	184408380
13	109134194
13	109236903
13	109245006
13	109284370
13	109309930
13	109324811
13	109357538
13	109387881
13	109429714
13	109449523
13	109478492
13	109504950
13	109528212
13	109560727
13	109592825
13	109609784
1	184462553
13	109638988
13	109657249
13	109688704
13	109748152
13	109773021
13	109784754
13	109815626
13	109837894
1	184484844
13	109876084
13	109894144
13	109918643
13	109934162
13	109968169
13	109972135
13	109979888
13	109984925
13	109989613
13	109994846
13	109996871
13	110004720
13	110010322
13	110019776
13	110022668
13	110026489
13	110031582
13	110034673
13	110038819
13	110042977
13	110047828
13	110051288
13	110054699
13	110060254
13	110062643
13	110065223
13	110074698
13	110078484
13	110082704
13	110085738
13	110092782
13	110095681
13	110097742
13	110101879
13	110121280
13	110148321
1	184531554
13	110234151
13	110251982
13	110282899
13	110310889
13	110333781
13	110359198
13	110386080
13	110413816
13	110444247
13	110472898
13	110506479
13	110512946
13	110551962
13	110604761
13	110634074
13	110653522
13	110685251
13	110736836
13	110763840
13	110794599
13	110817623
13	110832926
13	110871377
13	110901075
13	110927871
13	110952037
13	110975282
13	111030800
13	111044433
13	111082253
13	111107504
13	111134415
13	111168502
13	111179550
13	111189257
13	111197819
13	111211037
13	111221589
13	111234891
13	111239568
13	111256597
13	111267164
1	184654645
13	111281766
13	111286998
13	111299522
13	111312837
13	111325786
13	111342169
13	111351658
13	111362215
13	111378292
13	111385098
13	111398405
13	111410591
13	111423575
1	184679226
13	111428372
13	111446663
13	111455321
13	111467241
13	111476495
13	111492920
13	111495622
13	111511951
13	111519213
1	184705341
13	111531223
13	111540385
13	111557381
13	111599720
13	111643972
13	111702969
13	111723181
1	184736348
13	111756310
13	111775598
13	111817627
13	111845119
13	111889474
13	111916863
13	111950334
1	184756522
13	111995089
13	112000942
13	112054371
13	112076518
13	112115959
13	112145545
13	112172954
13	112244255
1	184790948
13	112275349
13	112307181
13	112339984
13	112367447
13	112404952
13	112474675
13	112502595
1	184821004
13	112548330
13	112552919
13	112607989
13	112631082
13	112663261
13	112696136
13	112737522
13	112754694
13	112793993
13	112827992
1	184861158
13	112867262
13	112887510
13	112921425
13	112961382
13	113004186
13	113007363
1	184887536
13	113045328
13	113081279
13	113123523
1	184909846
13	113143302
13	113190348
13	113204632
13	113242214
13	113281792
13	113301662
13	113331311
13	113389555
1	185337065
13	113424810
13	113449899
13	113477442
13	113509433
13	113540019
13	113563521
13	113607141
13	113652776
13	113668474
13	113702545
13	113732832
13	113758675
13	113787105
13	113838863
13	113866044
13	113895431
13	113915162
13	113992598
13	114026202
13	114047139
1	185423048
13	114119351
13	114184222
13	114223143
13	114279080
13	114363262
1	185458864
13	114434073
13	114493214
13	114518264
13	114592742
1	185484768
13	114647279
13	114674976
13	114787573
1	185514938
13	114908372
13	114963021
13	115013004
13	115067105
13	115107139
1	185549686
13	115223495
13	115271370
13	115327119
13	115383738
1	185576063
13	115426204
13	115487440
13	115539594
13	115585735
13	115637416
1	185599259
13	115677419
13	115750382
1	185628817
13	115908656
13	115978895
13	116022712
13	116064213
13	116110734
1	185666837
13	116171140
13	116238015
13	116259769
13	116329551
13	116386432
13	116419953
1	185702670
13	116471346
13	116526401
13	116577164
13	116599462
1	185728984
13	116628338
13	116657582
13	116678813
13	116705292
13	116718053
13	116763280
13	116782531
13	116806444
13	116823634
13	116861309
13	116890820
13	116909848
1	185759334
13	116937583
13	116966981
13	116985666
13	117005616
13	117034436
13	117064852
13	117091551
13	117109869
13	117142895
13	117168193
13	117194473
13	117224656
13	117280744
13	117290329
1	185800720
13	117322175
13	117341633
13	117382618
13	117401029
13	117426780
1	185820574
13	117453347
13	117466446
13	117500319
13	117529583
13	117586472
13	117606536
13	117622900
13	117666812
13	117674946
13	117697563
13	117728648
1	185844865
13	117756882
13	117787474
13	117814968
13	117836914
1	185869754
13	117862807
13	117883321
13	117915644
13	117945526
13	117965422
13	117990042
13	118033767
13	118070935
1	185909635
13	118134712
13	118148206
13	118173262
13	118189045
13	118221021
13	118242266
1	185941643
13	118264980
13	118299967
13	118337160
1	185970258
13	118361966
13	118380397
13	118427116
1	186000185
13	118453815
13	118482847
13	118508210
13	118527492
13	118556363
13	118584114
1	186038248
13	118612415
13	118627599
13	118663874
13	118693022
13	118715594
13	118740492
13	118777060
13	118792509
13	118817792
13	118840525
1	186060887
13	118894937
13	118919450
13	118944347
13	118972463
13	118998923
13	119045454
13	119074749
13	119093041
13	119147073
13	119160279
13	119170481
13	119180775
13	119184508
1	186098957
13	119193436
13	119201473
13	119204901
13	119213300
13	119219130
13	119226763
13	119236105
13	119246681
13	119249065
13	119258136
13	119265233
13	119272564
13	119276352
13	119288662
13	119301575
13	119308485
13	119317748
13	119320251
13	119331419
13	119337827
13	119344327
13	119352970
13	119359832
13	119369293
13	119373508
13	119384374
13	119386383
1	186123687
13	119423358
13	119461082
13	119493138
13	119533279
13	119553129
13	119593250
13	119627442
13	119654903
1	186146783
13	119714712
13	119762297
13	119797596
13	119822217
13	119864403
13	119899319
13	119933775
13	119968250
13	119997660
13	120044503
13	120066185
13	120089202
13	120097898
13	120104697
13	120109334
1	186181294
13	120117475
13	120126172
13	120142322
13	120149431
13	120160384
13	120173387
13	120183257
1	186196496
13	120194736
13	120200568
13	120210801
13	120219419
13	120226351
13	120241142
13	120256516
13	120266615
13	120269798
13	120282046
1	186241354
1	186269051
1	186302280
1	186331837
1	186372488
1	186386504
1	186412527
1	186424530
1	186425464
1	186426022
1	186426767
1	186427104
1	186428306
1	186428980
1	186429887
1	186430560
1	186431356
1	186431864
1	186432498
1	186432858
1	186435196
1	186435795
1	186436466
1	186437110
1	186437706
1	186438299
1	186439145
1	186439733
1	186440385
1	186440880
1	186441641
1	186451674
1	186484166
1	186510788
1	186548309
1	186565478
1	186613524
1	186650567
1	186690819
1	20630775
1	186716807
1	186740488
1	186788864
1	186820758
1	186838935
1	186874787
1	186926078
1	186942618
1	186990236
1	187024310
1	187058551
1	187100926
1	187127253
1	187163781
14	16608075
1	187196401
1	187230860
1	187257399
1	187309167
1	187323801
1	187359791
14	18745832
1	187410568
1	187419091
14	20238270
14	20435217
14	20446895
14	20466126
14	20473371
14	20497526
14	20508440
14	20540586
14	20542342
14	20558787
14	20574430
14	20583356
14	20599609
14	20647327
1	187464761
14	20689127
14	20704437
14	20758096
14	20790663
14	20826457
14	20852428
14	20895073
14	20931389
14	20971559
14	21012702
14	21035994
14	21082942
14	21107620
14	21145685
14	21182982
14	21222105
14	21249112
14	21289747
14	21326742
14	21349765
14	21397288
14	21431532
14	21464409
14	21500044
14	21545267
14	21557725
14	21606249
1	20724278
14	21689679
1	187537488
14	21720852
14	21732017
14	21785567
14	21817063
14	21855110
14	21882305
14	21951425
14	22002692
14	22020673
14	22062616
14	22097660
1	187570073
14	22141838
14	22174129
14	22204174
14	22236269
14	22293469
14	22310957
14	22337960
14	22384889
14	22421967
14	22491764
1	187598251
14	22513550
14	22570354
14	22598891
14	22637992
14	22672121
14	22694022
14	22743029
14	22768563
14	22811501
14	22854485
14	22877624
14	22918716
14	22952213
14	22997223
14	23014944
14	23070801
14	23105913
14	23127518
14	23169623
14	23228675
14	23236582
14	23245970
14	23257206
1	187640458
14	23266346
14	23283413
14	23290638
14	23301093
14	23309833
14	23320147
14	23325568
14	23333495
14	23345156
14	23355531
14	23373911
14	23383900
14	23388333
14	23400398
14	23410626
14	23418528
14	23423577
14	23436438
14	23449492
14	23456109
14	23462823
14	23471017
14	23477643
14	23491824
14	23500191
14	23509338
14	23513542
14	23527455
14	23535068
14	23542979
14	23553575
14	23562344
14	23572602
14	23581010
14	23590436
14	23596554
14	23607596
14	23619651
14	23625934
14	23642605
14	23669689
1	187664757
14	23691852
14	23758929
14	23790887
14	23816901
14	23848457
14	23870472
14	23935101
14	23987695
14	24021716
14	24080232
14	24115043
14	24141517
14	24164527
14	24199774
14	24217485
14	24259885
14	24278426
14	24315569
1	187711002
14	24345677
14	24369667
14	24406376
14	24433700
14	24455607
14	24494588
14	24537777
14	24566200
14	24602502
14	24630022
14	24670762
1	187740311
14	24701269
14	24730609
14	24791407
14	24817397
14	24837710
14	24878808
14	24892963
14	24922514
14	24965350
14	24980842
14	25025476
14	25056114
14	25089709
14	25100775
14	25148462
14	25182496
14	25189517
14	25239999
14	25259354
14	25285413
14	25318856
1	187789644
14	25349026
14	25374309
14	25398058
14	25438392
14	25462454
14	25484058
14	25535047
14	25551294
1	187813919
14	25584281
14	25612477
14	25673983
14	25701215
14	25731377
14	25761013
14	25781965
14	25820101
1	187836591
14	25849819
14	25878881
14	25911187
14	25933157
14	25976317
14	25997740
14	26029803
14	26055731
14	26078432
14	26119635
14	26143578
14	26170192
1	187878765
14	26234248
14	26262069
14	26290040
14	26315408
14	26353264
14	26380780
14	26408052
14	26439160
14	26466196
14	26495224
14	26526770
14	26559886
1	187914388
14	26585954
14	26612720
14	26673157
14	26694506
14	27114330
1	187940991
14	27210745
14	27283804
14	27339022
14	27451044
14	27545198
14	27617714
14	27698347
1	187985122
14	27794028
14	27839988
14	27948302
14	28067271
14	28173104
1	188030637
14	28323008
1	188055843
14	28537971
14	28617087
1	188095200
14	28712342
14	28770463
1	188113448
14	28898528
14	28954320
14	29011933
14	29137044
14	29176105
14	29261991
14	29371254
14	29448748
14	29549881
14	29622468
1	188185422
14	29691652
14	29872651
14	29935662
14	30050498
14	30126647
1	188266074
14	30304556
14	30377011
1	188292953
14	30449834
14	30540649
14	30613824
14	30727595
14	30878985
14	30978030
14	31050266
14	31116454
14	31218623
1	188360890
14	31296602
14	31372782
14	31434498
14	31549203
14	31631533
1	188400735
14	31711662
14	31744054
14	31754282
14	31778366
14	31803480
14	31811723
14	31833222
14	31840172
14	31865763
14	31883557
14	31900998
14	31918309
14	31931683
14	31954560
14	31971972
14	31982948
14	32005675
14	32022534
1	188440290
14	32034089
14	32057781
14	32075657
14	32092564
14	32115799
14	32120861
14	32147907
14	32176784
1	188462041
14	32206652
14	32210495
14	32228156
14	32267758
14	32277924
14	32304684
1	188482738
14	32320928
14	32337209
14	32358961
14	32379022
14	32406610
14	32505057
14	32577755
14	32652166
14	32750042
1	188526229
14	32772050
14	32860583
14	32940160
1	188566447
14	33021365
14	33091231
14	33160809
14	33269408
14	33290014
1	188597852
14	33403562
14	33449906
14	33531127
14	33629047
1	188633561
14	33684875
14	33750457
14	33834773
1	188662298
14	33974343
14	34058851
14	34118944
1	188703136
14	34203633
14	34281237
14	34353906
14	34424357
14	34531995
14	34542989
14	34559712
14	34579376
14	34585811
14	34606242
14	34630253
14	34633169
14	34655683
14	34664432
14	34681978
14	34705963
14	34714316
14	34736906
1	188772572
14	34763661
14	34786723
14	34803961
14	34828547
14	34842935
14	34866362
14	34884475
14	34898263
14	34910532
14	34933246
1	188803036
14	34951391
14	34965551
14	34993591
14	35010036
14	35027593
14	35045815
14	35057319
14	35074367
14	35098946
14	35101975
1	188825295
14	35126691
14	35139497
14	35156540
14	35178775
14	35192148
14	35206764
14	35227949
14	35266618
14	35338067
14	35406219
14	35452790
14	35529956
14	35566595
14	35644840
1	188877559
14	35686303
14	35721549
14	35759911
14	35805307
1	188897784
14	35873322
14	35896719
14	35951011
14	35989441
14	36038120
14	36062273
14	36107923
14	36143284
14	36176312
1	188943520
14	36228694
14	36257566
14	36292624
14	36334318
14	36373317
14	36399056
14	36452311
14	36487285
14	36529352
14	36565651
14	36615248
14	36645741
14	36683243
14	36717886
14	36739275
1	189013019
14	36825728
1	189032617
14	36872915
14	36914375
14	36950116
14	36971796
14	37141947
14	37175242
14	37216352
14	37256877
14	37292081
14	37339521
14	37369830
14	37408649
1	189089464
14	37470246
14	37505155
14	37562019
14	37615378
14	37624145
14	37662104
1	189122344
14	37750483
14	37776017
1	189136596
14	37829669
14	37869600
14	37915371
14	37935305
14	38003682
14	38058025
14	38105022
14	38135992
1	189183503
14	38325582
1	189216592
1	189253329
1	189287306
14	39212967
14	39443082
14	39463300
14	39491001
14	39528248
14	39554109
14	39575469
1	189344928
14	39611729
14	39624173
14	39663692
14	39682219
14	39715378
14	39745096
14	39765577
1	189366272
14	39798090
14	39827835
14	39856905
14	39883479
14	39908887
1	189380798
14	39934515
14	39969805
14	39992322
14	40017602
14	40041596
14	40068915
14	40103091
1	189400377
14	40129124
14	40156750
14	40183916
14	40210566
14	40294538
14	40406436
14	40565489
1	189462471
14	40683995
1	189483649
1	189496116
14	40922938
1	189512282
14	41039807
1	189530275
1	189543685
1	189558892
14	41500248
1	189568586
14	41651388
1	189591194
1	189608887
14	41820490
1	189620096
1	189633334
14	42006787
14	42044225
14	43788975
14	44287330
14	44390976
1	189658339
1	189662408
14	45360125
1	189685576
14	45469407
14	45543241
14	45605444
14	45645617
14	45715734
14	45766675
14	45801867
14	45850194
14	45893207
1	189734390
14	45925482
14	45976913
14	46041065
14	46066075
14	46090785
1	189748882
14	46196397
14	46229280
14	46257715
14	46332063
14	46377848
1	189759945
14	46410054
14	46462261
14	46490770
14	46517231
14	46570368
1	189777205
14	46611422
14	46661749
1	189791625
14	46789553
14	46815000
14	46879910
14	46905490
1	189807856
14	46960046
14	46983224
14	47000795
14	47004005
14	47017669
14	47027075
14	47032055
14	47046969
14	47054563
14	47069421
14	47075524
14	47081909
1	189828672
14	47088724
14	47094176
14	47102058
14	47109647
14	47113135
14	47121191
14	47129142
14	47133779
14	47137166
14	47137771
14	47139299
1	189845450
14	47148471
14	47149239
14	47149904
14	47151175
14	47152380
14	47153503
14	47154103
14	47155506
14	47156318
14	47158649
14	47159477
14	47161113
14	47161937
14	47164023
14	47164939
14	47166709
14	47167476
14	47168541
14	47170128
14	47171426
14	47172802
14	47173785
14	47175211
14	47175818
14	47177004
14	47178740
14	47179600
14	47181520
14	47187718
1	189858741
14	47197371
14	47209874
14	47220291
14	47227796
14	47248126
1	189875447
14	47263189
14	47272854
14	47283323
14	47294453
14	47299981
1	189896408
14	47318869
14	47326312
14	47332180
14	47345974
14	47353981
14	47362075
1	189910761
14	47380771
14	47388251
14	47398319
14	47411643
14	47429754
14	47440152
14	47453490
14	47462541
14	47473814
14	47478791
14	47491640
14	47504078
14	47509309
14	47519307
14	47534289
14	47539651
1	189923773
14	47563477
14	47577151
14	47582290
14	47605015
1	189938346
14	47630892
14	47645662
14	47690335
1	189956310
14	47753804
1	189963105
14	47799901
14	47834585
14	47872554
14	47902873
14	47937950
1	189987521
14	47970077
14	48006324
14	48056169
14	48061684
14	48098572
1	190003728
14	48138922
14	48179746
14	48200709
14	48254274
1	190013821
14	48285107
14	48303504
14	48362879
14	48386687
14	48417357
1	190028483
14	48454468
14	48499731
14	48528299
1	190041572
14	48557409
14	48605633
14	48635175
14	48642855
14	48692851
14	48712010
14	48752982
