Additional File 13: Predicted IBD regions in LG/J and SM/J Sequenced Genomes

Chr	Start	Stop	Polymorphisms	State
chr11	45900000	45949999	397	nonIBD
chr11	45950000	45999999	194	nonIBD
chr11	46000000	46049999	133	nonIBD
chr11	46050000	46099999	139	nonIBD
chr11	46100000	46149999	262	nonIBD
chr11	46150000	46199999	200	nonIBD
chr11	46200000	46249999	168	nonIBD
chr11	46250000	46299999	217	nonIBD
chr11	46300000	46349999	328	nonIBD
chr11	46350000	46399999	86	nonIBD
chr11	46400000	46449999	11	nonIBD
chr11	46450000	46499999	19	nonIBD
chr11	46500000	46549999	67	nonIBD
chr11	46550000	46599999	40	nonIBD
chr11	46600000	46649999	24	nonIBD
chr11	46650000	46699999	42	nonIBD
chr11	46700000	46749999	63	nonIBD
chr11	46750000	46799999	18	nonIBD
chr11	46800000	46849999	63	nonIBD
chr11	46850000	46899999	183	nonIBD
chr11	46900000	46949999	32	nonIBD
chr11	46950000	46999999	30	nonIBD
chr11	47000000	47049999	283	nonIBD
chr11	47050000	47099999	203	nonIBD
chr11	47100000	47149999	117	nonIBD
chr11	47150000	47199999	195	nonIBD
chr11	47200000	47249999	5	nonIBD
chr11	47250000	47299999	14	nonIBD
chr11	47300000	47349999	43	nonIBD
chr11	47350000	47399999	28	nonIBD
chr11	47400000	47449999	26	nonIBD
chr11	47450000	47499999	143	nonIBD
chr11	47500000	47549999	70	nonIBD
chr11	47550000	47599999	47	nonIBD
chr11	47600000	47649999	8	IBD
chr11	47650000	47699999	4	IBD
chr11	47700000	47749999	10	IBD
chr11	47750000	47799999	10	IBD
chr11	47800000	47849999	7	IBD
chr11	47850000	47899999	56	nonIBD
chr11	47900000	47949999	96	nonIBD
chr11	47950000	47999999	290	nonIBD
chr11	48000000	48049999	389	nonIBD
chr11	48050000	48099999	160	nonIBD
chr11	48100000	48149999	266	nonIBD
chr11	48150000	48199999	219	nonIBD
chr11	48200000	48249999	133	nonIBD
chr11	48250000	48299999	77	nonIBD
chr11	48300000	48349999	39	nonIBD
chr11	48350000	48399999	7	IBD
chr11	48400000	48449999	6	IBD
chr11	48450000	48499999	6	IBD
chr11	48500000	48549999	13	IBD
chr11	48550000	48599999	7	IBD
chr11	48600000	48649999	8	IBD
chr11	48650000	48699999	8	IBD
chr11	48700000	48749999	204	nonIBD
chr11	48750000	48799999	15	nonIBD
chr11	48800000	48849999	77	nonIBD
chr11	48850000	48899999	8	nonIBD
chr11	48900000	48949999	10	nonIBD
chr11	48950000	48999999	20	nonIBD
chr11	49000000	49049999	12	nonIBD
chr11	49050000	49099999	180	nonIBD
chr11	49100000	49149999	358	nonIBD
chr11	49150000	49199999	294	nonIBD
chr11	49200000	49249999	237	nonIBD
chr11	49250000	49299999	160	nonIBD
chr11	49300000	49349999	12	nonIBD
chr11	49350000	49399999	18	nonIBD
chr11	49400000	49449999	31	nonIBD
chr11	49450000	49499999	48	nonIBD
chr11	49500000	49549999	7	IBD
chr11	49550000	49599999	22	IBD
chr11	49600000	49649999	12	IBD
chr11	49650000	49699999	8	IBD
chr11	49700000	49749999	2	IBD
chr11	49750000	49799999	6	IBD
chr11	49800000	49849999	3	IBD
chr11	49850000	49899999	5	IBD
chr11	49900000	49949999	122	nonIBD
chr11	49950000	49999999	244	nonIBD
chr11	50000000	50049999	95	nonIBD
chr11	50050000	50099999	14	nonIBD
chr11	50100000	50149999	10	nonIBD
chr11	50150000	50199999	84	nonIBD
chr11	50200000	50249999	69	nonIBD
chr11	50250000	50299999	17	nonIBD
chr11	50300000	50349999	78	nonIBD
chr11	50350000	50399999	23	nonIBD
chr11	50400000	50449999	33	nonIBD
chr11	50450000	50499999	79	nonIBD
chr11	50500000	50549999	114	nonIBD
chr11	50550000	50599999	40	nonIBD
chr11	50600000	50649999	7	IBD
chr11	50650000	50699999	3	IBD
chr11	50700000	50749999	54	nonIBD
chr11	50750000	50799999	258	nonIBD
chr11	50800000	50849999	133	nonIBD
chr11	50850000	50899999	2	nonIBD
chr11	50900000	50949999	122	nonIBD
chr11	50950000	50999999	92	nonIBD
chr11	51000000	51049999	10	nonIBD
chr11	51050000	51099999	5	nonIBD
chr11	51100000	51149999	32	nonIBD
chr11	51150000	51199999	25	nonIBD
chr11	51200000	51249999	270	nonIBD
chr11	51250000	51299999	129	nonIBD
chr11	51300000	51349999	244	nonIBD
chr11	51350000	51399999	340	nonIBD
chr11	51400000	51449999	195	nonIBD
chr11	51450000	51499999	206	nonIBD
chr11	51500000	51549999	397	nonIBD
chr11	51550000	51599999	159	nonIBD
chr11	51600000	51649999	24	nonIBD
chr11	51650000	51699999	76	nonIBD
chr11	51700000	51749999	131	nonIBD
chr11	51750000	51799999	120	nonIBD
chr11	51800000	51849999	154	nonIBD
chr11	51850000	51899999	73	nonIBD
chr11	51900000	51949999	277	nonIBD
chr11	51950000	51999999	74	nonIBD
chr11	52000000	52049999	102	nonIBD
chr11	52050000	52099999	115	nonIBD
chr11	52100000	52149999	13	nonIBD
chr11	52150000	52199999	114	nonIBD
chr11	52200000	52249999	61	nonIBD
chr11	52250000	52299999	70	nonIBD
chr11	52300000	52349999	3	IBD
chr11	52350000	52399999	6	IBD
chr11	52400000	52449999	5	IBD
chr11	52450000	52499999	114	nonIBD
chr11	52500000	52549999	182	nonIBD
chr11	52550000	52599999	175	nonIBD
chr11	52600000	52649999	220	nonIBD
chr11	52650000	52699999	100	nonIBD
chr11	52700000	52749999	133	nonIBD
chr11	52750000	52799999	151	nonIBD
chr11	52800000	52849999	223	nonIBD
chr11	52850000	52899999	238	nonIBD
chr11	52900000	52949999	292	nonIBD
chr11	52950000	52999999	91	nonIBD
chr11	53000000	53049999	22	nonIBD
chr11	53050000	53099999	223	nonIBD
chr11	53100000	53149999	122	nonIBD
chr11	53150000	53199999	163	nonIBD
chr11	53200000	53249999	82	nonIBD
chr11	53250000	53299999	31	nonIBD
chr11	53300000	53349999	90	nonIBD
chr11	53350000	53399999	33	nonIBD
chr11	53400000	53449999	179	nonIBD
chr11	53450000	53499999	76	nonIBD
chr11	53500000	53549999	128	nonIBD
chr11	53550000	53599999	212	nonIBD
chr11	53600000	53649999	86	nonIBD
chr11	53650000	53699999	22	nonIBD
chr11	53700000	53749999	96	nonIBD
chr11	53750000	53799999	19	IBD
chr11	53800000	53849999	3	IBD
chr11	53850000	53899999	3	IBD
chr11	53900000	53949999	7	IBD
chr11	53950000	53999999	1	IBD
chr11	54000000	54049999	10	IBD
chr11	54050000	54099999	157	nonIBD
chr11	54100000	54149999	99	nonIBD
chr11	54150000	54199999	46	nonIBD
chr11	54200000	54249999	173	nonIBD
chr11	54250000	54299999	107	nonIBD
chr11	54300000	54349999	237	nonIBD
chr11	54350000	54399999	91	nonIBD
chr11	54400000	54449999	7	IBD
chr11	54450000	54499999	6	IBD
chr11	54500000	54549999	5	IBD
chr11	54550000	54599999	3	IBD
chr11	54600000	54649999	6	IBD
chr11	54650000	54699999	2	IBD
chr11	54700000	54749999	28	nonIBD
chr11	54750000	54799999	40	nonIBD
chr11	54800000	54849999	92	nonIBD
chr11	54850000	54899999	89	nonIBD
chr11	54900000	54949999	146	nonIBD
chr11	54950000	54999999	206	nonIBD
chr11	55000000	55049999	225	nonIBD
chr11	55050000	55099999	284	nonIBD
chr11	55100000	55149999	4	IBD
chr11	55150000	55199999	8	IBD
chr11	55200000	55249999	9	IBD
chr11	55250000	55299999	92	IBD
chr11	55300000	55349999	2	IBD
chr11	55350000	55399999	13	IBD
chr11	55400000	55449999	123	nonIBD
chr11	55450000	55499999	63	nonIBD
chr11	55500000	55549999	206	nonIBD
chr11	55550000	55599999	79	nonIBD
chr11	55600000	55649999	30	nonIBD
chr11	55650000	55699999	104	nonIBD
chr11	55700000	55749999	105	nonIBD
chr11	55750000	55799999	273	nonIBD
chr11	55800000	55849999	91	nonIBD
chr11	55850000	55899999	126	nonIBD
chr11	55900000	55949999	78	nonIBD
chr11	55950000	55999999	129	nonIBD
chr11	56000000	56049999	29	nonIBD
chr11	56050000	56099999	12	nonIBD
chr11	56100000	56149999	29	nonIBD
chr11	56150000	56199999	212	nonIBD
chr11	56200000	56249999	84	nonIBD
chr11	56250000	56299999	43	nonIBD
chr11	56300000	56349999	43	nonIBD
chr11	56350000	56399999	68	nonIBD
chr11	56400000	56449999	114	nonIBD
chr11	56450000	56499999	238	nonIBD
chr11	56500000	56549999	90	nonIBD
chr11	56550000	56599999	209	nonIBD
chr11	56600000	56649999	127	nonIBD
chr11	56650000	56699999	283	nonIBD
chr11	56700000	56749999	5	nonIBD
chr11	56750000	56799999	6	nonIBD
chr11	56800000	56849999	63	nonIBD
chr11	56850000	56899999	142	nonIBD
chr11	56900000	56949999	23	nonIBD
chr11	56950000	56999999	153	nonIBD
chr11	57000000	57049999	143	nonIBD
chr11	57050000	57099999	246	nonIBD
chr11	57100000	57149999	134	nonIBD
chr11	57150000	57199999	112	nonIBD
chr11	57200000	57249999	127	nonIBD
chr11	57250000	57299999	251	nonIBD
chr11	57300000	57349999	231	nonIBD
chr11	57350000	57399999	57	nonIBD
chr11	57400000	57449999	29	nonIBD
chr11	57450000	57499999	45	nonIBD
chr11	57500000	57549999	34	nonIBD
chr11	57550000	57599999	121	nonIBD
chr11	57600000	57649999	94	nonIBD
chr11	57650000	57699999	27	nonIBD
chr11	57700000	57749999	23	nonIBD
chr11	57750000	57799999	144	nonIBD
chr11	57800000	57849999	62	nonIBD
chr11	57850000	57899999	197	nonIBD
chr11	57900000	57949999	37	nonIBD
chr11	57950000	57999999	34	nonIBD
chr11	58000000	58049999	14	nonIBD
chr11	58050000	58099999	44	nonIBD
chr11	58100000	58149999	21	nonIBD
chr11	58150000	58199999	47	nonIBD
chr11	58200000	58249999	71	nonIBD
chr11	58250000	58299999	187	nonIBD
chr11	58300000	58349999	136	nonIBD
chr11	58350000	58399999	212	nonIBD
chr11	58400000	58449999	196	nonIBD
chr11	58450000	58499999	241	nonIBD
chr11	58500000	58549999	255	nonIBD
chr11	58550000	58599999	222	nonIBD
chr11	58600000	58649999	251	nonIBD
chr11	58650000	58699999	585	nonIBD
chr11	58700000	58749999	572	nonIBD
chr11	58750000	58799999	159	nonIBD
chr11	58800000	58849999	442	nonIBD
chr11	58850000	58899999	158	nonIBD
chr11	58900000	58949999	150	nonIBD
chr11	58950000	58999999	90	nonIBD
chr11	59000000	59049999	178	nonIBD
chr11	59050000	59099999	307	nonIBD
chr11	59100000	59149999	292	nonIBD
chr11	59150000	59199999	80	nonIBD
chr11	59200000	59249999	25	nonIBD
chr11	59250000	59299999	69	nonIBD
chr11	59300000	59349999	98	nonIBD
chr11	59350000	59399999	236	nonIBD
chr11	59400000	59449999	162	nonIBD
chr11	59450000	59499999	222	nonIBD
chr11	59500000	59549999	319	nonIBD
chr11	59550000	59599999	165	nonIBD
chr11	59600000	59649999	86	nonIBD
chr11	59650000	59699999	96	nonIBD
chr11	59700000	59749999	173	nonIBD
chr11	59750000	59799999	156	nonIBD
chr11	59800000	59849999	118	nonIBD
chr11	59850000	59899999	61	nonIBD
chr11	59900000	59949999	211	nonIBD
chr11	59950000	59999999	226	nonIBD
chr11	60000000	60049999	181	nonIBD
chr11	60050000	60099999	14	IBD
chr11	60100000	60149999	4	IBD
chr11	60150000	60199999	2	IBD
chr11	60200000	60249999	6	IBD
chr11	60250000	60299999	5	IBD
chr11	60300000	60349999	63	nonIBD
chr11	60350000	60399999	90	nonIBD
chr11	60400000	60449999	24	nonIBD
chr11	60450000	60499999	19	nonIBD
chr11	60500000	60549999	5	nonIBD
chr11	60550000	60599999	131	nonIBD
chr11	60600000	60649999	176	nonIBD
chr11	60650000	60699999	287	nonIBD
chr11	60700000	60749999	56	nonIBD
chr11	60750000	60799999	277	nonIBD
chr11	60800000	60849999	59	nonIBD
chr11	60850000	60899999	109	nonIBD
chr11	60900000	60949999	45	nonIBD
chr11	60950000	60999999	21	nonIBD
chr11	61000000	61049999	13	nonIBD
chr11	61050000	61099999	53	nonIBD
chr11	61100000	61149999	119	nonIBD
chr11	61150000	61199999	1	IBD
chr11	61200000	61249999	7	IBD
chr11	61250000	61299999	13	IBD
chr11	61300000	61349999	10	IBD
chr11	61350000	61399999	19	IBD
chr11	61400000	61449999	10	IBD
chr11	61450000	61499999	10	IBD
chr11	61500000	61549999	6	IBD
chr11	61550000	61599999	1	IBD
chr11	61600000	61649999	13	IBD
chr11	61650000	61699999	17	IBD
chr11	61700000	61749999	5	IBD
chr11	61750000	61799999	2	IBD
chr11	61800000	61849999	8	IBD
chr11	61850000	61899999	29	IBD
chr11	61900000	61949999	9	IBD
chr11	61950000	61999999	26	IBD
chr11	62000000	62049999	8	IBD
chr11	62050000	62099999	6	IBD
chr11	62100000	62149999	8	IBD
chr11	62150000	62199999	19	IBD
chr11	62200000	62249999	11	IBD
chr11	62250000	62299999	28	nonIBD
chr11	62300000	62349999	16	nonIBD
chr11	62350000	62399999	19	nonIBD
chr11	62400000	62449999	73	nonIBD
chr11	62450000	62499999	108	nonIBD
chr11	62500000	62549999	60	nonIBD
chr11	62550000	62599999	30	nonIBD
chr11	62600000	62649999	192	nonIBD
chr11	62650000	62699999	68	nonIBD
chr11	62700000	62749999	55	nonIBD
chr11	62750000	62799999	72	nonIBD
chr11	62800000	62849999	225	nonIBD
chr11	62850000	62899999	197	nonIBD
chr11	62900000	62949999	124	nonIBD
chr11	62950000	62999999	4	nonIBD
chr11	63000000	63049999	163	nonIBD
chr11	63050000	63099999	89	nonIBD
chr11	63100000	63149999	88	nonIBD
chr11	63150000	63199999	175	nonIBD
chr11	63200000	63249999	135	nonIBD
chr11	63250000	63299999	1	IBD
chr11	63300000	63349999	8	IBD
chr11	63350000	63399999	1	IBD
chr11	63400000	63449999	6	IBD
chr11	63450000	63499999	3	IBD
chr11	63500000	63549999	26	IBD
chr11	63550000	63599999	13	IBD
chr11	63600000	63649999	11	IBD
chr11	63650000	63699999	23	nonIBD
chr11	63700000	63749999	31	nonIBD
chr11	63750000	63799999	15	nonIBD
chr11	63800000	63849999	18	nonIBD
chr11	63850000	63899999	20	nonIBD
chr11	63900000	63949999	43	nonIBD
chr11	63950000	63999999	80	nonIBD
chr11	64000000	64049999	20	nonIBD
chr11	64050000	64099999	21	nonIBD
chr11	64100000	64149999	9	nonIBD
chr11	64150000	64199999	84	nonIBD
chr11	64200000	64249999	217	nonIBD
chr11	64250000	64299999	392	nonIBD
chr11	64300000	64349999	66	nonIBD
chr11	64350000	64399999	162	nonIBD
chr11	64400000	64449999	89	nonIBD
chr11	64450000	64499999	88	nonIBD
chr11	64500000	64549999	270	nonIBD
chr11	64550000	64599999	232	nonIBD
chr11	64600000	64649999	327	nonIBD
chr11	64650000	64699999	187	nonIBD
chr11	64700000	64749999	67	nonIBD
chr11	64750000	64799999	93	nonIBD
chr11	64800000	64849999	59	nonIBD
chr11	64850000	64899999	62	nonIBD
chr11	64900000	64949999	298	nonIBD
chr11	64950000	64999999	70	nonIBD
chr11	65000000	65049999	161	nonIBD
chr11	65050000	65099999	25	nonIBD
chr11	65100000	65149999	97	nonIBD
chr11	65150000	65199999	125	nonIBD
chr11	65200000	65249999	142	nonIBD
chr11	65250000	65299999	198	nonIBD
chr11	65300000	65349999	268	nonIBD
chr11	65350000	65399999	123	nonIBD
chr11	65400000	65449999	180	nonIBD
chr11	65450000	65499999	44	nonIBD
chr11	65500000	65549999	20	nonIBD
chr11	65550000	65599999	11	IBD
chr11	65600000	65649999	6	IBD
chr11	65650000	65699999	12	IBD
chr11	65700000	65749999	8	IBD
chr11	65750000	65799999	22	nonIBD
chr11	65800000	65849999	64	nonIBD
chr11	65850000	65899999	270	nonIBD
chr11	65900000	65949999	218	nonIBD
chr11	65950000	65999999	126	nonIBD
chr11	66000000	66049999	265	nonIBD
chr11	66050000	66099999	12	nonIBD
chr11	66100000	66149999	27	nonIBD
chr11	66150000	66199999	132	nonIBD
chr11	66200000	66249999	165	nonIBD
chr11	66250000	66299999	60	nonIBD
chr11	66300000	66349999	64	nonIBD
chr11	66350000	66399999	129	nonIBD
chr11	66400000	66449999	111	nonIBD
chr11	66450000	66499999	144	nonIBD
chr11	66500000	66549999	220	nonIBD
chr11	66550000	66599999	216	nonIBD
chr11	66600000	66649999	222	nonIBD
chr11	66650000	66699999	106	nonIBD
chr11	66700000	66749999	63	nonIBD
chr11	66750000	66799999	311	nonIBD
chr11	66800000	66849999	154	nonIBD
chr11	66850000	66899999	171	nonIBD
chr11	66900000	66949999	21	nonIBD
chr11	66950000	66999999	13	nonIBD
chr11	67000000	67049999	16	nonIBD
chr11	67050000	67099999	210	nonIBD
chr11	67100000	67149999	270	nonIBD
chr11	67150000	67199999	134	nonIBD
chr11	67200000	67249999	240	nonIBD
chr11	67250000	67299999	216	nonIBD
chr11	67300000	67349999	274	nonIBD
chr11	67350000	67399999	159	nonIBD
chr11	67400000	67449999	113	nonIBD
chr11	67450000	67499999	114	nonIBD
chr11	67500000	67549999	196	nonIBD
chr11	67550000	67599999	140	nonIBD
chr11	67600000	67649999	237	nonIBD
chr11	67650000	67699999	31	nonIBD
chr11	67700000	67749999	40	nonIBD
chr11	67750000	67799999	29	nonIBD
chr11	67800000	67849999	179	nonIBD
chr11	67850000	67899999	184	nonIBD
chr11	67900000	67949999	181	nonIBD
chr11	67950000	67999999	36	nonIBD
chr11	68000000	68049999	155	nonIBD
chr11	68050000	68099999	225	nonIBD
chr11	68100000	68149999	118	nonIBD
chr11	68150000	68199999	71	nonIBD
chr11	68200000	68249999	245	nonIBD
chr11	68250000	68299999	129	nonIBD
chr11	68300000	68349999	46	nonIBD
chr11	68350000	68399999	158	nonIBD
chr11	68400000	68449999	115	nonIBD
chr11	68450000	68499999	124	nonIBD
chr11	68500000	68549999	41	nonIBD
chr11	68550000	68599999	212	nonIBD
chr11	68600000	68649999	402	nonIBD
chr11	68650000	68699999	468	nonIBD
chr11	68700000	68749999	553	nonIBD
chr11	68750000	68799999	443	nonIBD
chr11	68800000	68849999	382	nonIBD
chr11	68850000	68899999	193	nonIBD
chr11	68900000	68949999	475	nonIBD
chr11	68950000	68999999	305	nonIBD
chr11	69000000	69049999	338	nonIBD
chr11	69050000	69099999	248	nonIBD
chr11	69100000	69149999	288	nonIBD
chr11	69150000	69199999	325	nonIBD
chr11	69200000	69249999	537	nonIBD
chr11	69250000	69299999	547	nonIBD
chr11	69300000	69349999	155	nonIBD
chr11	69350000	69399999	209	nonIBD
chr11	69400000	69449999	189	nonIBD
chr11	69450000	69499999	358	nonIBD
chr11	69500000	69549999	379	nonIBD
chr11	69550000	69599999	296	nonIBD
chr11	69600000	69649999	259	nonIBD
chr11	69650000	69699999	220	nonIBD
chr11	69700000	69749999	299	nonIBD
chr11	69750000	69799999	172	nonIBD
chr11	69800000	69849999	186	nonIBD
chr11	69850000	69899999	300	nonIBD
chr11	69900000	69949999	191	nonIBD
chr11	69950000	69999999	207	nonIBD
chr11	70000000	70049999	256	nonIBD
chr11	70050000	70099999	478	nonIBD
chr11	70100000	70149999	518	nonIBD
chr11	70150000	70199999	388	nonIBD
chr11	70200000	70249999	294	nonIBD
chr11	70250000	70299999	398	nonIBD
chr11	70300000	70349999	305	nonIBD
chr11	70350000	70399999	151	nonIBD
chr11	70400000	70449999	330	nonIBD
chr11	70450000	70499999	277	nonIBD
chr11	70500000	70549999	271	nonIBD
chr11	70550000	70599999	272	nonIBD
chr11	70600000	70649999	339	nonIBD
chr11	70650000	70699999	320	nonIBD
chr11	70700000	70749999	297	nonIBD
chr11	70750000	70799999	429	nonIBD
chr11	70800000	70849999	389	nonIBD
chr11	70850000	70899999	254	nonIBD
chr11	70900000	70949999	161	nonIBD
chr11	70950000	70999999	169	nonIBD
chr11	71000000	71049999	298	nonIBD
chr11	71050000	71099999	318	nonIBD
chr11	71100000	71149999	285	nonIBD
chr11	71150000	71199999	683	nonIBD
chr11	71200000	71249999	211	nonIBD
chr11	71250000	71299999	193	nonIBD
chr11	71300000	71349999	275	nonIBD
chr11	71350000	71399999	323	nonIBD
chr11	71400000	71449999	446	nonIBD
chr11	71450000	71499999	526	nonIBD
chr11	71500000	71549999	403	nonIBD
chr11	71550000	71599999	422	nonIBD
chr11	71600000	71649999	424	nonIBD
chr11	71650000	71699999	573	nonIBD
chr11	71700000	71749999	486	nonIBD
chr11	71750000	71799999	224	nonIBD
chr11	71800000	71849999	240	nonIBD
chr11	71850000	71899999	192	nonIBD
chr11	71900000	71949999	307	nonIBD
chr11	71950000	71999999	336	nonIBD
chr11	72000000	72049999	20	nonIBD
chr11	72050000	72099999	208	nonIBD
chr11	72100000	72149999	152	nonIBD
chr11	72150000	72199999	295	nonIBD
chr11	72200000	72249999	127	nonIBD
chr11	72250000	72299999	25	nonIBD
chr11	72300000	72349999	2	IBD
chr11	72350000	72399999	6	IBD
chr11	72400000	72449999	6	IBD
chr11	72450000	72499999	3	IBD
chr11	72500000	72549999	27	IBD
chr11	72550000	72599999	41	IBD
chr11	72600000	72649999	5	IBD
chr11	72650000	72699999	4	IBD
chr11	72700000	72749999	12	IBD
chr11	72750000	72799999	4	IBD
chr11	72800000	72849999	9	IBD
chr11	72850000	72899999	8	IBD
chr11	72900000	72949999	5	IBD
chr11	72950000	72999999	4	IBD
chr11	73000000	73049999	70	nonIBD
chr11	73050000	73099999	106	nonIBD
chr11	73100000	73149999	80	nonIBD
chr11	73150000	73199999	6	nonIBD
chr11	73200000	73249999	5	nonIBD
chr11	73250000	73299999	128	nonIBD
chr11	73300000	73349999	59	nonIBD
chr11	73350000	73399999	69	nonIBD
chr11	73400000	73449999	131	nonIBD
chr11	73450000	73499999	142	nonIBD
chr11	73500000	73549999	140	nonIBD
chr11	73550000	73599999	193	nonIBD
chr11	73600000	73649999	184	nonIBD
chr11	73650000	73699999	108	nonIBD
chr11	73700000	73749999	103	nonIBD
chr11	73750000	73799999	237	nonIBD
chr11	73800000	73849999	420	nonIBD
chr11	73850000	73899999	101	nonIBD
chr11	73900000	73949999	143	nonIBD
chr11	73950000	73999999	50	nonIBD
chr11	74000000	74049999	53	nonIBD
chr11	74050000	74099999	72	nonIBD
chr11	74100000	74149999	66	nonIBD
chr11	74150000	74199999	43	nonIBD
chr11	74200000	74249999	76	nonIBD
chr11	74250000	74299999	152	nonIBD
chr11	74300000	74349999	50	nonIBD
chr11	74350000	74399999	234	nonIBD
chr11	74400000	74449999	98	nonIBD
chr11	74450000	74499999	144	nonIBD
chr11	74500000	74549999	113	nonIBD
chr11	74550000	74599999	286	nonIBD
chr11	74600000	74649999	247	nonIBD
chr11	74650000	74699999	142	nonIBD
chr11	74700000	74749999	165	nonIBD
chr11	74750000	74799999	116	nonIBD
chr11	74800000	74849999	117	nonIBD
chr11	74850000	74899999	67	nonIBD
chr11	74900000	74949999	55	nonIBD
chr11	74950000	74999999	59	nonIBD
chr11	75000000	75049999	58	nonIBD
chr11	75050000	75099999	73	nonIBD
chr11	75100000	75149999	85	nonIBD
chr11	75150000	75199999	42	nonIBD
chr11	75200000	75249999	17	nonIBD
chr11	75250000	75299999	40	nonIBD
chr11	75300000	75349999	144	nonIBD
chr11	75350000	75399999	26	nonIBD
chr11	75400000	75449999	40	nonIBD
chr11	75450000	75499999	43	nonIBD
chr11	75500000	75549999	118	nonIBD
chr11	75550000	75599999	58	nonIBD
chr11	75600000	75649999	33	nonIBD
chr11	75650000	75699999	116	nonIBD
chr11	75700000	75749999	69	nonIBD
chr11	75750000	75799999	18	nonIBD
chr11	75800000	75849999	88	nonIBD
chr11	75850000	75899999	90	nonIBD
chr11	75900000	75949999	97	nonIBD
chr11	75950000	75999999	132	nonIBD
chr11	76000000	76049999	125	nonIBD
chr11	76050000	76099999	105	nonIBD
chr11	76100000	76149999	100	nonIBD
chr11	76150000	76199999	77	nonIBD
chr11	76200000	76249999	153	nonIBD
chr11	76250000	76299999	91	nonIBD
chr11	76300000	76349999	94	nonIBD
chr11	76350000	76399999	71	nonIBD
chr11	76400000	76449999	213	nonIBD
chr11	76450000	76499999	144	nonIBD
chr11	76500000	76549999	133	nonIBD
chr11	76550000	76599999	139	nonIBD
chr11	76600000	76649999	107	nonIBD
chr11	76650000	76699999	112	nonIBD
chr11	76700000	76749999	65	nonIBD
chr11	76750000	76799999	89	nonIBD
chr11	76800000	76849999	124	nonIBD
chr11	76850000	76899999	211	nonIBD
chr11	76900000	76949999	76	nonIBD
chr11	76950000	76999999	112	nonIBD
chr11	77000000	77049999	173	nonIBD
chr11	77050000	77099999	311	nonIBD
chr11	77100000	77149999	87	nonIBD
chr11	77150000	77199999	25	nonIBD
chr11	77200000	77249999	16	nonIBD
chr11	77250000	77299999	25	nonIBD
chr11	77300000	77349999	16	nonIBD
chr11	77350000	77399999	36	nonIBD
chr11	77400000	77449999	56	nonIBD
chr11	77450000	77499999	51	nonIBD
chr11	77500000	77549999	66	nonIBD
chr11	77550000	77599999	65	nonIBD
chr11	77600000	77649999	77	nonIBD
chr11	77650000	77699999	90	nonIBD
chr11	77700000	77749999	57	nonIBD
chr11	77750000	77799999	213	nonIBD
chr11	77800000	77849999	151	nonIBD
chr11	77850000	77899999	88	nonIBD
chr11	77900000	77949999	134	nonIBD
chr11	77950000	77999999	23	nonIBD
chr11	78000000	78049999	17	nonIBD
chr11	78050000	78099999	89	nonIBD
chr11	78100000	78149999	55	nonIBD
chr11	78150000	78199999	52	nonIBD
chr11	78200000	78249999	21	nonIBD
chr11	78250000	78299999	64	nonIBD
chr11	78300000	78349999	88	nonIBD
chr11	78350000	78399999	109	nonIBD
chr11	78400000	78449999	157	nonIBD
chr11	78450000	78499999	123	nonIBD
chr11	78500000	78549999	46	nonIBD
chr11	78550000	78599999	67	nonIBD
chr11	78600000	78649999	45	nonIBD
chr11	78650000	78699999	86	nonIBD
chr11	78700000	78749999	388	nonIBD
chr11	78750000	78799999	217	nonIBD
chr11	78800000	78849999	126	nonIBD
chr11	78850000	78899999	189	nonIBD
chr11	78900000	78949999	14	nonIBD
chr11	78950000	78999999	98	nonIBD
chr11	79000000	79049999	22	nonIBD
chr11	79050000	79099999	59	nonIBD
chr11	79100000	79149999	117	nonIBD
chr11	79150000	79199999	84	nonIBD
chr11	79200000	79249999	29	nonIBD
chr11	79250000	79299999	19	nonIBD
chr11	79300000	79349999	9	nonIBD
chr11	79350000	79399999	16	nonIBD
chr11	79400000	79449999	32	nonIBD
chr11	79450000	79499999	13	nonIBD
chr11	79500000	79549999	10	nonIBD
chr11	79550000	79599999	5	nonIBD
chr11	79600000	79649999	196	nonIBD
chr11	79650000	79699999	87	nonIBD
chr11	79700000	79749999	44	nonIBD
chr11	79750000	79799999	144	nonIBD
chr11	79800000	79849999	141	nonIBD
chr11	79850000	79899999	55	nonIBD
chr11	79900000	79949999	54	nonIBD
chr11	79950000	79999999	201	nonIBD
chr11	80000000	80049999	94	nonIBD
chr11	80050000	80099999	161	nonIBD
chr11	80100000	80149999	88	nonIBD
chr11	80150000	80199999	182	nonIBD
chr11	80200000	80249999	112	nonIBD
chr11	80250000	80299999	82	nonIBD
chr11	80300000	80349999	35	nonIBD
chr11	80350000	80399999	22	nonIBD
chr11	80400000	80449999	39	nonIBD
chr11	80450000	80499999	39	nonIBD
chr11	80500000	80549999	37	nonIBD
chr11	80550000	80599999	5	nonIBD
chr11	80600000	80649999	21	nonIBD
chr11	80650000	80699999	5	nonIBD
chr11	80700000	80749999	86	nonIBD
chr11	80750000	80799999	92	nonIBD
chr11	80800000	80849999	51	nonIBD
chr11	80850000	80899999	79	nonIBD
chr11	80900000	80949999	7	nonIBD
chr11	80950000	80999999	85	nonIBD
chr11	81000000	81049999	163	nonIBD
chr11	81050000	81099999	161	nonIBD
chr11	81100000	81149999	115	nonIBD
chr11	81150000	81199999	141	nonIBD
