id,gen,cage,fam,sex,coat.color,dob,batch,rip.date,rip.mo,rip.age,rip.weight
51294,53,TestF53-32,BrF52-61,M,W,6/6/2013,11,8/27/2013,Aug,75,25
51295,53,TestF53-27,BrF52-65,F,B,6/6/2013,11,8/26/2013,Aug,82,17.8
51297,53,TestF53-33,BrF52-44,F,W,6/10/2013,11,8/27/2013,Aug,71,23.3
51302,53,TestF53-32,BrF52-54,M,A,6/7/2013,11,8/27/2013,Aug,74,29.4
51303,53,TestF53-33,BrF52-51,F,W,6/14/2013,11,8/27/2013,Aug,67,18.8
51304,53,TestF53-34,BrF52-65,M,B,6/6/2013,11,8/27/2013,Aug,75,30.1
51307,53,TestF53-33,BrF52-50,F,B,7/8/2013,11,8/27/2013,Aug,74,17.2
51308,53,TestF53-34,BrF52-44,M,W,6/10/2013,11,8/27/2013,Aug,71,28.3
51309,53,TestF53-34,BrF52-51,M,W,6/14/2013,11,8/27/2013,Aug,67,25.4
51313,53,TestF53-35,BrF52-57,F,B,6/24/2013,12,10/7/2013,Oct,105,25.1
51319,53,TestF53-35,BrF52-46,F,W,6/24/2013,12,10/7/2013,Oct,105,27.3
51324,53,TestF53-36,BrF52-70,M,A,7/14/2013,12,10/7/2013,Oct,85,34.3
51327,53,TestF53-37,BrF52-70,F,A,7/14/2013,12,10/7/2013,Oct,85,30.2
51328,53,TestF53-36,BrF52-71,M,B,7/16/2013,12,10/7/2013,Oct,83,32
51329,53,TestF53-37,BrF52-71,F,A,7/16/2013,12,10/7/2013,Oct,83,25
51334,53,TestF53-36,BrF52-67,M,W,7/17/2013,12,10/7/2013,Oct,82,32.4
51335,53,TestF53-37,BrF52-67,F,W,7/17/2013,12,10/7/2013,Oct,82,24.7
51338,53,TestF53-36,BrF52-68,M,B,7/17/2013,12,10/7/2013,Oct,82,31.1
51339,53,TestF53-37,BrF52-68,F,B,7/17/2013,12,10/7/2013,Oct,82,26
51342,53,TestF53-38,BrF52-75,M,A,7/17/2013,12,10/7/2013,Oct,82,25.2
51345,53,TestF53-39,BrF52-75,F,A,7/17/2013,12,10/7/2013,Oct,82,20.5
51346,53,TestF53-38,BrF52-76,M,W,7/17/2013,12,10/7/2013,Oct,82,40.5
51349,53,TestF53-39,BrF52-76,F,W,7/17/2013,12,10/7/2013,Oct,82,27.4
51350,53,TestF53-38,BrF52-78,M,B,7/16/2013,12,10/7/2013,Oct,83,30.7
51351,53,TestF53-39,BrF52-78,F,A,7/16/2013,12,10/7/2013,Oct,83,23
51355,53,TestF53-39,BrF52-80,F,W,7/17/2013,12,10/7/2013,Oct,82,22.2
51356,53,TestF53-38,BrF52-80,M,W,7/17/2013,12,10/7/2013,Oct,82,28.6
51359,53,TestF53-41,BrF52-79,F,B,7/17/2013,12,10/7/2013,Oct,82,21.6
51360,53,TestF53-40,BrF52-79,M,A,7/17/2013,12,10/7/2013,Oct,82,33.4
51361,53,TestF53-41,BrF52-81,F,W,7/17/2013,12,10/7/2013,Oct,82,21.3
51364,53,TestF53-40,BrF52-81,M,W,7/17/2013,12,10/7/2013,Oct,82,31.4
51367,53,TestF53-41,BrF52-82,F,A,7/17/2013,12,10/7/2013,Oct,82,23.5
51368,53,TestF53-40,BrF52-82,M,B,7/17/2013,12,10/7/2013,Oct,82,36.5
51371,53,TestF53-41,BrF52-83,F,B,7/16/2013,12,10/7/2013,Oct,83,22.6
51372,53,TestF53-40,BrF52-83,M,B,7/16/2013,12,10/7/2013,Oct,83,31.3
51375,53,TestF53-43,BrF52-84,F,B,7/17/2013,12,10/8/2013,Oct,83,23.9
51376,53,TestF53-42,BrF52-84,M,W,7/17/2013,12,10/8/2013,Oct,83,26.8
51377,53,TestF53-43,BrF52-89,F,B,7/17/2013,12,10/8/2013,Oct,83,27.8
51380,53,TestF53-42,BrF52-89,M,B,7/17/2013,12,10/8/2013,Oct,83,32.6
51383,53,TestF53-43,BrF52-85,F,A,NA,12,10/8/2013,Oct,NA,19.8
51384,53,TestF53-42,BrF52-85,M,A,NA,12,10/8/2013,Oct,NA,33.5
51387,53,TestF53-43,BrF52-95,F,W,7/18/2013,12,10/8/2013,Oct,82,21.4
51388,53,TestF53-42,BrF52-95,M,W,7/18/2013,12,10/8/2013,Oct,82,25.2
51392,53,TestF53-44,BrF52-88,M,B,7/18/2013,12,10/8/2013,Oct,82,32
51395,53,TestF53-45,BrF52-88,F,W,7/18/2013,12,10/8/2013,Oct,82,20.6
51396,53,TestF53-44,BrF52-91,M,W,7/19/2013,12,10/8/2013,Oct,81,35.2
51399,53,TestF53-45,BrF52-91,F,W,7/19/2013,12,10/8/2013,Oct,81,24.5
51400,53,TestF53-44,BrF52-87,M,B,7/19/2013,12,10/8/2013,Oct,81,37.1
51420,53,TestF53-46,BrF52-94,M,A,7/20/2013,13,10/25/2013,Oct,97,25.4
51454,53,TestF53-44,BrF52-93,M,B,NA,12,10/8/2013,Oct,NA,41.8
51455,53,TestF53-45,BrF52-87,F,B,7/19/2013,12,10/8/2013,Oct,81,29.7
51461,53,TestF53-47,BrF52-94,F,A,7/20/2013,13,10/25/2013,Oct,97,24.3
51463,53,TestF53-45,BrF52-93,F,B,NA,13,10/25/2013,Oct,NA,31.4
51602,53,TestF53-46,BrF52-90,M,B,7/30/2013,13,10/25/2013,Oct,87,22.4
51603,53,TestF53-47,BrF52-90,F,B,7/30/2013,13,10/25/2013,Oct,87,17.5
51604,53,TestF53-48,BrF52-86,M,B,8/4/2013,13,10/25/2013,Oct,82,23.3
51607,53,TestF53-49,BrF52-86,F,W,8/4/2013,13,10/25/2013,Oct,82,23.2
51608,53,TestF53-48,BrF52-112,M,W,8/6/2013,13,10/25/2013,Oct,80,28.5
51609,53,TestF53-49,BrF52-112,F,W,8/6/2013,13,10/25/2013,Oct,80,19.5
51613,53,TestF53-49,BrF52-108,F,A,8/6/2013,13,10/25/2013,Oct,80,19.6
51614,53,TestF53-48,BrF52-108,M,W,8/6/2013,13,10/25/2013,Oct,80,28.4
51616,53,TestF53-49,BrF52-104,F,B,8/6/2013,13,10/25/2013,Oct,80,31
51618,53,TestF53-48,BrF52-104,M,B,8/6/2013,13,10/25/2013,Oct,80,33.5
51621,53,TestF53-51,BrF52-105,F,W,8/6/2013,13,10/25/2013,Oct,80,19.7
51624,53,TestF53-50,BrF52-105,M,W,8/6/2013,13,10/25/2013,Oct,80,26
51627,53,TestF53-51,BrF52-107,F,B,8/7/2013,13,10/25/2013,Oct,79,24.6
51628,53,TestF53-50,BrF52-107,M,B,8/7/2013,13,10/25/2013,Oct,79,29.9
51631,53,TestF53-51,BrF52-100,F,B,8/7/2013,13,10/25/2013,Oct,79,19.8
51634,53,TestF53-50,BrF52-100,M,B,8/7/2013,13,10/25/2013,Oct,79,27.9
51641,53,TestF53-53,BrF52-111,F,A,8/8/2013,13,10/25/2013,Oct,78,20.4
51642,53,TestF53-52,BrF52-111,M,A,8/8/2013,13,10/25/2013,Oct,78,28.7
51644,53,TestF53-52,BrF52-106,M,W,8/9/2013,13,10/25/2013,Oct,77,34.4
51645,53,TestF53-53,BrF52-106,F,W,8/9/2013,13,10/25/2013,Oct,77,23.7
51648,53,TestF53-52,BrF52-101,M,B,8/9/2013,13,10/25/2013,Oct,77,32.8
51651,53,TestF53-53,BrF52-101,F,W,8/9/2013,13,10/25/2013,Oct,77,27
51654,53,TestF53-52,BrF52-98,M,A,8/12/2013,13,10/25/2013,Oct,74,29.2
51656,53,TestF53-46,BrF52-74,M,B,8/18/2013,13,10/25/2013,Oct,68,36.2
51657,53,TestF53-53,BrF52-98,F,B,8/12/2013,13,10/25/2013,Oct,74,21.5
51660,54,TestF54-02,BrF53-22,M,B,9/2/2013,14,11/28/2013,Nov,85,29.4
51661,53,TestF53-47,BrF52-74,F,B,8/18/2013,13,10/25/2013,Oct,68,22.9
51662,54,TestF54-02,BrF53-27,M,B,9/2/2013,14,11/28/2013,Nov,85,33
51665,54,TestF54-01,BrF53-27,F,B,9/2/2013,14,11/26/2013,Nov,85,28.9
51666,54,TestF54-02,BrF53-04,M,A,9/3/2013,14,11/28/2013,Nov,84,29
51669,54,TestF54-01,BrF53-22,F,B,9/2/2013,14,11/26/2013,Nov,85,21.9
51672,54,TestF54-04,BrF53-01,M,A,9/5/2013,14,11/28/2013,Nov,82,45.5
51673,54,TestF54-01,BrF53-04,F,A,9/3/2013,14,11/26/2013,Nov,84,23.7
51676,54,TestF54-04,BrF53-05,M,B,9/4/2013,14,11/28/2013,Nov,83,29.1
51681,54,TestF54-03,BrF53-01,F,A,9/5/2013,14,11/26/2013,Nov,82,39.1
51682,54,TestF54-04,BrF53-06,M,W,9/4/2013,14,11/28/2013,Nov,83,34.6
51683,54,TestF54-03,BrF53-05,F,W,9/4/2013,14,11/26/2013,Nov,83,25.1
51686,54,TestF54-04,BrF53-08,M,A,9/5/2013,14,11/28/2013,Nov,82,25.3
51689,54,TestF54-03,BrF53-06,F,B,9/4/2013,14,11/26/2013,Nov,83,21.6
51690,54,TestF54-06,BrF53-09,M,A,9/5/2013,14,11/28/2013,Nov,82,26.5
51693,54,TestF54-03,BrF53-08,F,B,9/5/2013,14,11/26/2013,Nov,82,20.3
51694,54,TestF54-06,BrF53-11,M,A,9/5/2013,14,11/28/2013,Nov,82,37.9
51695,54,TestF54-05,BrF53-09,F,A,9/5/2013,14,11/26/2013,Nov,82,18.5
51698,54,TestF54-06,BrF53-15,M,W,9/5/2013,14,11/28/2013,Nov,82,26.6
51699,54,TestF54-05,BrF53-11,F,B,9/5/2013,14,11/26/2013,Nov,82,20.8
51700,54,TestF54-08,BrF53-14,M,A,9/5/2013,14,11/28/2013,Nov,82,36.4
51705,54,TestF54-05,BrF53-14,F,A,9/5/2013,14,11/26/2013,Nov,82,25.7
51706,54,TestF54-06,BrF53-16,M,W,9/4/2013,14,11/28/2013,Nov,83,31.7
51709,54,TestF54-05,BrF53-15,F,W,9/5/2013,14,11/26/2013,Nov,82,20
51710,54,TestF54-08,BrF53-17,M,A,9/4/2013,14,11/28/2013,Nov,83,33.2
51713,54,TestF54-07,BrF53-16,F,B,9/4/2013,14,11/26/2013,Nov,83,23
51714,54,TestF54-08,BrF53-19,M,B,9/3/2013,14,11/28/2013,Nov,84,31.1
51717,54,TestF54-07,BrF53-17,F,A,9/3/2013,14,11/26/2013,Nov,83,21.8
51718,54,TestF54-08,BrF53-24,M,W,9/5/2013,14,11/28/2013,Nov,82,25.7
51722,54,TestF54-10,BrF53-23,M,B,9/5/2013,14,11/28/2013,Nov,82,31.1
51723,54,TestF54-07,BrF53-19,F,W,9/5/2013,14,11/26/2013,Nov,84,18.6
51727,54,TestF54-07,BrF53-24,F,B,9/4/2013,14,11/26/2013,Nov,82,20.9
51728,54,TestF54-10,BrF53-30,M,A,9/4/2013,14,11/28/2013,Nov,83,34.4
51731,54,TestF54-09,BrF53-23,F,B,9/5/2013,14,11/26/2013,Nov,82,21
51734,54,TestF54-10,BrF53-31,M,W,9/5/2013,14,11/28/2013,Nov,82,30
51737,54,TestF54-09,BrF53-31,F,W,9/5/2013,14,11/26/2013,Nov,82,23.7
51738,54,TestF54-10,BrF53-32,M,B,9/5/2013,14,11/28/2013,Nov,82,30.1
51739,54,TestF54-09,BrF53-30,F,A,9/4/2013,14,11/26/2013,Nov,83,21.4
51742,54,TestF54-12,BrF53-21,M,W,9/5/2013,14,11/28/2013,Nov,82,33.4
51745,54,TestF54-09,BrF53-32,F,B,9/5/2013,14,11/26/2013,Nov,82,18.7
51746,54,TestF54-12,BrF53-20,M,B,9/5/2013,14,11/28/2013,Nov,82,32.5
51747,54,TestF54-11,BrF53-21,F,W,9/5/2013,14,11/26/2013,Nov,82,25.4
51748,54,TestF54-12,BrF53-29,M,A,9/6/2013,14,11/28/2013,Nov,81,27.1
51752,54,TestF54-12,BrF53-28,M,A,9/6/2013,14,11/28/2013,Nov,81,42.1
51753,54,TestF54-11,BrF53-20,F,A,9/5/2013,14,11/26/2013,Nov,82,28.4
51756,54,TestF54-14,BrF53-02,M,B,9/6/2013,14,11/28/2013,Nov,81,30.8
51759,54,TestF54-11,BrF53-29,F,B,9/6/2013,14,11/26/2013,Nov,81,21.1
51760,54,TestF54-14,BrF53-03,M,W,9/6/2013,14,11/28/2013,Nov,81,28.7
51764,54,TestF54-14,BrF53-12,M,A,9/6/2013,14,11/28/2013,Nov,81,35.7
51765,54,TestF54-11,BrF53-28,F,A,9/6/2013,14,11/26/2013,Nov,81,20.6
51767,54,TestF54-13,BrF53-02,F,W,9/6/2013,14,11/26/2013,Nov,81,22.4
51770,54,TestF54-14,BrF53-18,M,B,9/6/2013,14,11/28/2013,Nov,81,30.9
51771,54,TestF54-13,BrF53-03,F,B,9/6/2013,14,11/26/2013,Nov,81,25.3
51774,54,TestF54-16,BrF53-26,M,W,9/6/2013,14,11/28/2013,Nov,81,31.5
51775,54,TestF54-13,BrF53-12,F,A,9/6/2013,14,11/26/2013,Nov,81,23.1
51778,54,TestF54-16,BrF53-07,M,B,9/6/2013,14,11/28/2013,Nov,81,30.1
51779,54,TestF54-13,BrF53-18,F,W,9/6/2013,14,11/26/2013,Nov,81,25.2
51782,54,TestF54-16,BrF53-33,M,W,9/8/2013,14,11/28/2013,Nov,79,33.1
51785,54,TestF54-15,BrF53-26,F,W,9/6/2013,14,11/26/2013,Nov,81,24.9
51791,54,TestF54-15,BrF53-07,F,B,9/6/2013,14,11/26/2013,Nov,81,25.1
51794,54,TestF54-18,BrF53-13,M,A,9/13/2013,14,11/28/2013,Nov,74,22.9
51795,54,TestF54-15,BrF53-33,F,W,9/8/2013,14,11/26/2013,Nov,79,23.3
51801,54,TestF54-17,BrF53-13,F,A,9/13/2013,14,11/26/2013,Nov,74,21.2
51804,54,TestF54-18,BrF53-25,M,B,9/23/2013,14,11/28/2013,Nov,64,27.9
51810,54,TestF54-20,BrF53-55,M,B,10/20/2013,15,1/10/2014,Jan,81,29.9
51811,54,TestF54-17,BrF53-25,F,B,9/23/2013,14,11/26/2013,Nov,64,20.7
51812,54,TestF54-20,BrF53-63,M,A,10/21/2013,15,1/10/2014,Jan,80,35.5
51813,54,TestF54-19,BrF53-55,F,B,10/20/2013,15,1/10/2014,Jan,81,27
51815,54,TestF54-19,BrF53-63,F,A,10/21/2013,15,1/10/2014,Jan,80,25.9
51816,54,TestF54-20,BrF53-53,M,B,10/22/2013,15,1/10/2014,Jan,79,29.7
51819,54,TestF54-19,BrF53-53,F,B,10/22/2013,15,1/10/2014,Jan,79,19.8
51820,54,TestF54-20,BrF53-57,M,A,10/22/2013,15,1/10/2014,Jan,79,29.6
51823,54,TestF54-19,BrF53-57,F,A,10/22/2013,15,1/10/2014,Jan,79,24.9
51828,54,TestF54-22,BrF53-62,M,A,10/22/2013,15,1/10/2014,Jan,79,26.9
51829,54,TestF54-21,BrF53-62,F,W,10/22/2013,15,1/10/2014,Jan,79,20.6
51831,54,TestF54-21,BrF53-60,F,B,10/22/2013,15,1/10/2014,Jan,79,24.7
51832,54,TestF54-22,BrF53-60,M,B,10/22/2013,15,1/10/2014,Jan,79,31.1
51833,54,TestF54-21,BrF53-39,F,A,10/22/2013,15,1/10/2014,Jan,79,NA
51836,54,TestF54-22,BrF53-39,M,A,10/22/2013,15,1/10/2014,Jan,79,35.1
51839,54,TestF54-21,BrF53-54,F,W,10/23/2013,15,1/10/2014,Jan,78,21.3
51840,54,TestF54-22,BrF53-54,M,W,10/23/2013,15,1/10/2014,Jan,78,26.7
51842,54,TestF54-24,BrF53-52,M,W,10/23/2013,15,1/10/2014,Jan,78,28
51845,54,TestF54-23,BrF53-52,F,W,10/23/2013,15,1/10/2014,Jan,78,21.9
51847,54,TestF54-23,BrF53-58,F,B,10/22/2013,15,1/10/2014,Jan,79,19.4
51850,54,TestF54-24,BrF53-58,M,B,10/22/2013,15,1/10/2014,Jan,79,31.1
51853,54,TestF54-23,BrF53-43,F,A,10/23/2013,15,1/10/2014,Jan,78,22.7
51854,54,TestF54-24,BrF53-43,M,A,10/23/2013,15,1/10/2014,Jan,78,31.9
51857,54,TestF54-23,BrF53-48,F,B,10/23/2013,15,1/10/2014,Jan,78,23.1
51858,54,TestF54-24,BrF53-48,M,B,10/23/2013,15,1/10/2014,Jan,78,31.1
51863,54,TestF54-25,BrF53-38,F,W,10/23/2013,15,1/10/2014,Jan,78,27.2
51866,54,TestF54-26,BrF53-38,M,A,10/23/2013,15,1/10/2014,Jan,78,NA
51867,54,TestF54-25,BrF53-45,F,B,10/23/2013,15,1/10/2014,Jan,78,22.9
51870,54,TestF54-26,BrF53-45,M,B,10/23/2013,15,1/10/2014,Jan,78,30.5
51871,54,TestF54-25,BrF53-49,F,A,10/24/2013,15,1/10/2014,Jan,77,23.9
51875,54,TestF54-25,BrF53-44,F,B,10/25/2013,15,1/10/2014,Jan,76,27
51876,54,TestF54-26,BrF53-49,M,W,10/24/2013,15,1/10/2014,Jan,77,42
51877,54,TestF54-27,BrF53-36,F,B,10/25/2013,16,2/10/2014,Feb,108,28.7
51878,54,TestF54-26,BrF53-44,M,A,10/25/2013,15,1/10/2014,Jan,76,36
51881,54,TestF54-27,BrF53-41,F,B,10/25/2013,16,2/10/2014,Feb,108,36.1
51882,54,TestF54-28,BrF53-36,M,B,10/25/2013,16,2/10/2014,Feb,108,38.9
51883,54,TestF54-27,BrF53-35,F,W,10/26/2013,16,2/10/2014,Feb,107,25.5
51886,54,TestF54-28,BrF53-46,M,A,10/25/2013,16,2/10/2014,Feb,108,42
51890,54,TestF54-28,BrF53-35,M,W,10/26/2013,16,2/10/2014,Feb,107,31.8
51891,54,TestF54-29,BrF53-34,F,W,11/1/2013,16,2/10/2014,Feb,101,27.7
51892,54,TestF54-30,BrF53-34,M,W,11/1/2013,16,2/10/2014,Feb,101,37.5
51896,54,TestF54-30,BrF53-42,M,A,11/3/2013,16,2/10/2014,Feb,99,42.8
51897,54,TestF54-29,BrF53-42,F,B,11/3/2013,16,2/10/2014,Feb,99,26.8
51901,54,TestF54-29,BrF53-51,F,A,11/5/2013,16,2/10/2014,Feb,97,24
51902,54,TestF54-30,BrF53-51,M,A,11/5/2013,16,2/10/2014,Feb,97,35.2
51905,54,TestF54-31,BrF53-40,F,W,11/7/2013,16,2/10/2014,Feb,96,26.7
51906,54,TestF54-32,BrF53-40,M,W,11/7/2013,16,2/10/2014,Feb,96,30.2
51910,54,TestF54-32,BrF53-56,M,W,11/7/2013,16,2/10/2014,Feb,96,33
51911,54,TestF54-31,BrF53-56,F,W,11/7/2013,16,2/10/2014,Feb,96,25.7
51913,54,TestF54-31,BrF53-61,F,B,11/11/2013,16,2/10/2014,Feb,92,25.9
51914,54,TestF54-32,BrF53-61,M,B,11/11/2013,16,2/10/2014,Feb,92,39
51916,54,TestF54-34,BrF53-59,M,W,11/18/2013,16,2/10/2014,Feb,84,26.7
51920,54,TestF54-34,BrF53-74,M,B,11/20/2013,16,2/10/2014,Feb,82,30.7
51923,54,TestF54-33,BrF53-59,F,W,11/18/2013,16,2/10/2014,Feb,84,19.2
51924,54,TestF54-34,BrF53-66,M,A,11/19/2013,16,2/10/2014,Feb,83,30.3
51927,54,TestF54-33,BrF53-74,F,B,11/20/2013,16,2/10/2014,Feb,82,25.5
51930,54,TestF54-34,BrF53-95,M,B,11/19/2013,16,2/10/2014,Feb,83,38.4
51933,54,TestF54-33,BrF53-66,F,A,11/19/2013,16,2/10/2014,Feb,83,25.3
51935,54,TestF54-33,BrF53-95,F,B,11/19/2013,16,2/10/2014,Feb,83,26.2
51936,54,TestF54-36,BrF53-65,M,A,11/21/2013,16,2/10/2014,Feb,81,30.7
51940,54,TestF54-36,BrF53-68,M,B,11/20/2013,16,2/10/2014,Feb,82,30.5
51941,54,TestF54-35,BrF53-65,F,W,11/21/2013,16,2/10/2014,Feb,81,23.5
51944,54,TestF54-36,BrF53-72,M,A,11/20/2013,16,2/10/2014,Feb,82,35
51947,54,TestF54-35,BrF53-68,F,B,11/20/2013,16,2/10/2014,Feb,82,24.2
51949,54,TestF54-35,BrF53-72,F,A,11/20/2013,16,2/10/2014,Feb,82,20.2
51950,54,TestF54-36,BrF53-75,M,B,11/21/2013,16,2/10/2014,Feb,81,28.8
51953,54,TestF54-35,BrF53-75,F,B,11/21/2013,16,2/10/2014,Feb,81,23.1
51956,54,TestF54-38,BrF53-78,M,A,11/20/2013,16,2/11/2014,Feb,83,35
51959,54,TestF54-37,BrF53-78,F,A,11/20/2013,16,2/10/2014,Feb,82,19.6
51961,54,TestF54-37,BrF53-79,F,A,11/20/2013,16,2/10/2014,Feb,82,24.1
51962,54,TestF54-38,BrF53-79,M,A,11/20/2013,16,2/11/2014,Feb,83,32.4
51965,54,TestF54-37,BrF53-81,F,W,11/20/2013,16,2/10/2014,Feb,82,20.1
51966,54,TestF54-38,BrF53-81,M,W,11/20/2013,16,2/11/2014,Feb,83,31.8
51971,54,TestF54-37,BrF53-82,F,B,11/20/2013,16,2/10/2014,Feb,82,32.2
51972,54,TestF54-38,BrF53-82,M,B,11/20/2013,16,2/11/2014,Feb,83,35.9
51976,54,TestF54-40,BrF53-83,M,B,11/20/2013,16,2/11/2014,Feb,83,27.5
51979,54,TestF54-39,BrF53-83,F,W,11/20/2013,16,2/11/2014,Feb,83,19.4
51980,54,TestF54-40,BrF53-86,M,W,11/21/2013,16,2/11/2014,Feb,82,27.7
51981,54,TestF54-39,BrF53-86,F,A,11/21/2013,16,2/11/2014,Feb,82,20.4
51982,54,TestF54-40,BrF53-92,M,W,11/20/2013,16,2/11/2014,Feb,83,30
51984,54,TestF54-40,BrF53-93,M,A,11/22/2013,16,2/11/2014,Feb,81,35.5
51987,54,TestF54-39,BrF53-93,F,B,11/22/2013,16,2/11/2014,Feb,81,30.4
51991,54,TestF54-41,BrF53-64,F,B,11/22/2013,16,2/11/2014,Feb,81,23
51992,54,TestF54-42,BrF53-64,M,B,11/22/2013,16,2/11/2014,Feb,81,28.1
51993,54,TestF54-41,BrF53-84,F,W,11/22/2013,16,2/11/2014,Feb,81,25.5
51994,54,TestF54-42,BrF53-84,M,W,11/22/2013,16,2/11/2014,Feb,81,30.3
51997,54,TestF54-41,BrF53-37,F,A,11/21/2013,16,2/11/2014,Feb,82,29.7
51998,54,TestF54-42,BrF53-76,M,W,11/23/2013,16,2/11/2014,Feb,80,27.5
52000,54,TestF54-42,BrF53-94,M,A,11/24/2013,16,2/11/2014,Feb,79,27.7
52003,54,TestF54-41,BrF53-76,F,B,11/23/2013,16,2/11/2014,Feb,80,27.2
52004,54,TestF54-44,BrF53-90,M,A,11/24/2013,16,2/11/2014,Feb,79,45
52009,54,TestF54-43,BrF53-94,F,A,11/24/2013,16,2/11/2014,Feb,79,20.8
52011,54,TestF54-43,BrF53-90,F,W,11/24/2013,16,2/11/2014,Feb,79,29.2
52012,54,TestF54-44,BrF53-85,M,B,11/24/2013,16,2/11/2014,Feb,79,29
52014,54,TestF54-44,BrF53-71,M,B,11/24/2013,16,2/11/2014,Feb,79,35.8
52015,54,TestF54-43,BrF53-85,F,A,11/24/2013,16,2/11/2014,Feb,79,18.5
52018,54,TestF54-44,BrF53-41,M,A,11/25/2013,16,2/11/2014,Feb,78,37.7
52019,54,TestF54-43,BrF53-71,F,B,11/24/2013,16,2/11/2014,Feb,79,27.6
52022,54,TestF54-46,BrF53-69,M,A,11/25/2013,16,2/11/2014,Feb,78,37.3
52026,54,TestF54-46,BrF53-73,M,B,11/25/2013,16,2/11/2014,Feb,78,37.1
52027,54,TestF54-45,BrF53-69,F,W,11/25/2013,16,2/11/2014,Feb,78,29.8
52030,54,TestF54-46,BrF53-87,M,B,11/25/2013,16,2/11/2014,Feb,78,32.9
52031,54,TestF54-45,BrF53-73,F,W,11/25/2013,16,2/11/2014,Feb,78,31.2
52035,54,TestF54-45,BrF53-87,F,B,11/25/2013,16,2/11/2014,Feb,78,19.2
52036,54,TestF54-48,BrF53-70,M,A,11/29/2013,17,3/31/2014,Mar,95,40.9
52040,54,TestF54-48,BrF53-88,M,W,11/29/2013,17,3/31/2014,Mar,84,43.7
52041,54,TestF54-47,BrF53-70,F,A,11/29/2013,17,3/31/2014,Mar,95,22.2
52044,54,TestF54-48,BrF53-91,M,B,11/29/2013,17,3/31/2014,Mar,84,48.6
52045,54,TestF54-47,BrF53-88,F,W,11/29/2013,17,3/31/2014,Mar,84,26
52048,54,TestF54-52,BrF53-96,M,A,1/7/2014,17,3/31/2014,Mar,83,29.3
52049,54,TestF54-47,BrF53-91,F,B,11/29/2013,17,3/31/2014,Mar,84,42.1
52053,54,TestF54-49,BrF53-67,F,W,11/22/2013,17,3/31/2014,Mar,84,24.1
52055,54,TestF54-49,BrF53-80,F,B,12/22/2013,17,3/31/2014,Mar,84,21.1
52058,54,TestF54-52,BrF53-100,M,W,1/7/2014,17,3/31/2014,Mar,82,30.4
52059,54,TestF54-51,BrF53-96,F,A,1/7/2014,17,3/31/2014,Mar,84,23.1
52062,54,TestF54-52,BrF53-103,M,W,1/7/2014,17,3/31/2014,Mar,82,35.4
52063,54,TestF54-51,BrF53-100,F,W,1/7/2014,17,3/31/2014,Mar,83,23.9
52066,54,TestF54-52,BrF53-104,M,B,1/7/2014,17,3/31/2014,Mar,82,37.1
52067,54,TestF54-51,BrF53-103,F,W,1/7/2014,17,3/31/2014,Mar,82,25.6
52071,54,TestF54-53,BrF53-104,F,W,1/7/2014,17,3/31/2014,Mar,82,22.1
52072,54,TestF54-54,BrF53-111,M,W,1/7/2014,17,3/31/2014,Mar,82,28.3
52073,54,TestF54-51,BrF53-111,F,B,1/7/2014,17,3/31/2014,Mar,84,17.4
52076,55,TestF55-10,BrF54-35,M,A,2/10/2014,18,5/5/2014,May,84,36.7
52077,55,TestF55-11,BrF54-29,F,W,2/10/2014,18,5/5/2014,May,84,25.9
52079,55,TestF55-11,BrF54-36,F,W,2/10/2014,18,5/5/2014,May,84,20.9
52081,55,TestF55-11,BrF54-38,F,A,2/11/2014,18,5/5/2014,May,83,16.9
52083,55,TestF55-11,BrF54-20,F,B,2/12/2014,18,5/5/2014,May,82,21.5
52088,55,TestF55-12,BrF54-36,M,W,2/10/2014,18,5/5/2014,May,84,32
52092,55,TestF55-12,BrF54-38,M,A,2/11/2014,18,5/5/2014,May,83,30.4
52093,55,TestF55-13,BrF54-19,F,B,2/12/2014,18,5/5/2014,May,82,24.4
52096,55,TestF55-12,BrF54-20,M,B,2/12/2014,18,5/5/2014,May,82,34
52099,55,TestF55-13,BrF54-21,F,B,2/12/2014,18,5/5/2014,May,82,19.2
52100,55,TestF55-10,BrF54-17,M,W,1/30/2014,18,5/5/2014,May,NA,NA
52101,54,TestF54-53,BrF53-106,F,B,1/8/2014,17,3/31/2014,Mar,82,26.3
52102,54,TestF54-54,BrF53-106,M,B,1/8/2014,17,3/31/2014,Mar,82,34.3
52103,54,TestF54-53,BrF53-107,F,B,1/8/2014,17,3/31/2014,Mar,82,20.8
52107,55,TestF55-01,BrF54-3,F,W,1/8/2014,17,4/1/2014,Apr,83,26
52108,55,TestF55-02,BrF54-3,M,B,1/8/2014,17,4/1/2014,Apr,83,36
52109,55,TestF55-01,BrF54-5,F,A,1/8/2014,17,4/1/2014,Apr,83,26.1
52112,55,TestF55-02,BrF54-5,M,A,1/8/2014,17,4/1/2014,Apr,83,41.7
52115,55,TestF55-01,BrF54-6,F,A,1/6/2014,17,4/1/2014,Apr,83,24.7
52116,55,TestF55-02,BrF54-6,M,W,1/6/2014,17,4/1/2014,Apr,83,35.5
52117,55,TestF55-01,BrF54-7,F,B,1/8/2014,17,4/1/2014,Apr,83,22.7
52120,55,TestF55-02,BrF54-7,M,A,1/8/2014,17,4/1/2014,Apr,83,30.9
