id	gen	cc	fam	dam	sire	dam.age	sire.age	wean.age	mf.ratio	dob	cage	sex	batch	cpp.date	ppi.date	glu.date	rip.date	cpp.mo	ppi.mo	glu.mo	rip.mo	cpp.age	cpp.box	d1.weight	d1.fb	d2.weight	d2.fb	d3.weight	d3.fb	d4.weight	d4.fb	d5.weight	d5.fb	d8.weight	d8.fb	act1.1	act1.2	act1.3	act1.4	act1.5	act1.6	act1.t	cpp1.1	cpp1.2	cpp1.3	cpp1.4	cpp1.5	cpp1.6	cpp1.t	cpp1.p	sc1.1	sc1.2	sc1.3	sc1.4	sc1.5	sc1.6	sc1.t	act2.1	act2.2	act2.3	act2.4	act2.5	act2.6	act2.t	act3.1	act3.2	act3.3	act3.4	act3.5	act3.6	act3.t	act4.1	act4.2	act4.3	act4.4	act4.5	act4.6	act4.t	act5.1	act5.2	act5.3	act5.4	act5.5	act5.6	act5.t	act8.1	act8.2	act8.3	act8.4	act8.5	act8.6	act8.t	cpp8.1	cpp8.2	cpp8.3	cpp8.4	cpp8.5	cpp8.6	cpp8.t	cpp8.p	sc8.1	sc8.2	sc8.3	sc8.4	sc8.5	sc8.6	sc8.t	cpp.diff	comerr1	comerr2	comerr3	comerr4	comerr5	comerr8	rm.act4	sens	glu.age	glu.weight	glucose	rip.age	rip.weight	tail	wild	brain	ppi.weight	ppi.age	ppi.box	ppi3	ppi6	ppi12	avg.ppi	startle	habituation	sum.nostim
50763	53	AGR	BrF52-21	50133	50250	114	85	20	0.333333333	4/26/2013	TestF53-11	F	10	6/17/2013	7/1/2013	7/8/2013	7/16/2013	Jun	Jul	Jul	Jul	52	5	28.6	9	28.6	0	28.1	3	28	0	28	4	27.5	4	2161	1813	1729	1501	1739	1222	10165	154.8	143.9	102.7	137.3	110.8	157.1	806.6	0.448111111	29	30	20	26	23	16	144	350	368	241	241	335	267	1802	284	258	233	270	199	146	1390	380	367	338	386	372	299	2142	303	290	238	233	216	119	1399	1911	1341	985	1074	896	690	6897	174.4	152.4	180.4	133	200.3	91	931.5	0.5175	44	21	17	17	11	7	73	0.069388889	0	0	0	0	0	0	0	340	73	29.5	91	81	30	8.3	0	y	29.5	67	1	23.19268617	53.42134113	78.66892015	51.76098249	58.45833333	-39.33333333	44
50764	53	BR	BrF52-23	50161	49492	86	113	20	0.555555556	4/26/2013	TestF53-12	M	10	6/17/2013	7/1/2013	7/8/2013	7/16/2013	Jun	Jul	Jul	Jul	52	10	29.3	2	30	0	30.8	3	31.2	1	31.6	7	32.5	7	1015	731	961	968	571	987	5233	170.3	233.1	187.9	196.4	201.1	172.3	1161.1	0.645055556	19	9	18	19	11	20	96	338	298	263	220	222	189	1530	321	212	149	198	170	30	1080	458	435	376	324	250	231	2074	196	204	165	195	156	142	1058	2341	2007	1631	1221	1803	1610	10613	161.5	202.9	167	110.9	211.1	180.4	1033.8	0.57433	31	34	28	15	42	25	144	-0.070722222	0	0	0	0	0	0	0	544	73	32.8	91	81	32.7	8.2	0	n	32.6	67	2	69.97354497	86.94989107	89.33706816	82.08683473	60.70833333	-27.33333333	28
50767	53	WR	BrF52-23	50161	49492	86	113	20	0.555555556	4/26/2013	TestF53-11	F	10	6/17/2013	7/1/2013	7/8/2013	7/16/2013	Jun	Jul	Jul	Jul	52	6	23	0	23	0	23.2	4	23.4	0	23.3	3	23.3	4	1622	1172	1232	1331	1164	1011	7532	127.7	216.3	164.9	169	173.3	168.1	1019.3	0.566277778	19	18	23	28	20	20	128	408	304	330	188	80	90	1400	375	286	347	256	160	102	1526	515	254	233	254	206	123	1585	423	376	253	113	140	208	1513	2932	2014	2320	1893	1397	1702	12258	142.4	126.4	190.7	205.5	115.6	182.6	963.2	0.53511	29	20	24	19	14	22	99	-0.031166667	0	0	0	0	0	0	0	185	73	24.6	85	81	25.8	8.5	0	n	25.1	67	2	50.95375254	58.2137931	82.89127789	64.01960784	68.16666667	-24.5	29
50770	53	AGL	BrF52-2	49433	50166	115	86	20	0.636363636	4/26/2013	TestF53-12	M	10	6/17/2013	7/1/2013	7/8/2013	7/16/2013	Jun	Jul	Jul	Jul	52	11	25.5	2	25.8	3	26.8	4	27.2	0	27.2	2	27.3	4	1468	1288	1529	1446	1478	1712	8921	147.3	138.8	157.1	133.7	173	161	910.9	0.506055556	32	21	31	27	38	35	184	555	626	465	279	347	276	2548	424	324	114	295	250	161	1568	328	345	429	512	506	427	2547	364	361	233	362	210	132	1662	3240	2927	2072	2145	1753	2132	14269	176.3	205.2	180.6	221.6	185.1	187.2	1156	0.64222	49	48	22	32	31	27	160	0.136166667	0	0	0	0	0	0	0	-1	73	26.3	72	81	25.4	7.8	0	n	27.6	67	3	31.0501686	36.16452334	58.5867559	41.93381595	108.5	60	34
50771	53	AGL	BrF52-2	49433	50166	115	86	20	0.636363636	4/26/2013	TestF53-11	F	10	6/17/2013	7/1/2013	7/8/2013	7/16/2013	Jun	Jul	Jul	Jul	52	7	21.8	8	22	0	21.9	5	22	7	21.6	7	22.1	7	1116	803	1006	1085	821	862	5693	130	114.8	113.4	139.3	198	88.9	784.4	0.435777778	24	22	38	35	30	36	185	286	200	208	190	240	172	1296	292	197	243	173	240	176	1321	385	294	369	212	361	196	1817	232	163	211	251	197	146	1200	1499	1228	1098	885	872	1044	6626	185.1	142.8	127.9	188.6	132.2	131.8	908.4	0.50467	46	45	38	30	34	39	186	0.068888889	0	0	0	0	0	0	0	521	73	23	109	81	24	7.5	0	n	23.4	67	3	14.54241071	14.08110119	39.00297619	22.5421627	99.5	-13.66666667	33
50774	53	BL	BrF52-5	49437	50246	115	84	20	0.333333333	4/26/2013	TestF53-12	M	10	6/17/2013	7/1/2013	7/8/2013	7/16/2013	Jun	Jul	Jul	Jul	52	12	25.8	5	27.1	0	26.7	5	26.6	3	26.7	4	26.9	4	1625	1266	1002	1104	1068	1051	7116	175.3	189.3	163.4	207.8	172	165.7	1073.5	0.596388889	18	25	19	23	23	16	124	301	408	355	335	440	396	2235	425	245	254	212	156	157	1449	322	599	628	562	541	389	3041	289	243	256	291	230	129	1438	2073	1645	1495	1205	1192	1258	8868	167.5	216.2	215	230.5	238.8	183.1	1251.1	0.69506	42	27	28	18	18	20	111	0.098666667	0	0	0	0	0	0	0	806	73	26.8	67	81	27.9	8	0	y	27.2	67	4	53.11510495	62.23240499	75.77774729	63.70841908	101.1666667	-46.66666667	25
50775	53	BR	BrF52-5	49437	50246	115	84	20	0.333333333	4/26/2013	TestF53-11	F	10	6/17/2013	7/1/2013	7/8/2013	7/16/2013	Jun	Jul	Jul	Jul	52	8	19.1	0	19.4	1	19.1	1	19.5	0	19.2	2	19.5	1	2357	2139	1650	1310	1471	1549	10476	177.3	147.1	175.6	166.2	147.5	144.9	958.6	0.532555556	29	42	31	21	33	27	183	395	498	429	396	373	115	2206	308	281	328	206	199	220	1542	483	440	349	362	282	299	2215	339	222	269	275	112	29	1246	1561	1022	1073	772	472	20	4920	216.4	157.4	164.7	201.9	246.4	300	1286.8	0.71489	32	32	27	13	5	0	77	0.182333333	0	0	0	0	0	0	0	9	73	20.9	122	81	20.9	7.6	0	n	21	67	4	40.73920932	56.79929117	62.97118265	53.50322771	26.125	1.833333333	27
50778	53	WR	BrF52-8	49465	50236	114	85	19	0.4	4/26/2013	TestF53-14	M	10	6/17/2013	7/1/2013	7/8/2013	7/16/2013	Jun	Jul	Jul	Jul	52	4	23.9	3	25.5	3	25.3	3	25.5	0	25.3	5	25.5	3	2065	1859	1670	1275	1448	1328	9645	121.7	150.8	153.9	145.2	160.7	113.3	845.6	0.469777778	13	35	49	39	34	22	192	373	483	438	398	447	298	2437	391	290	291	389	314	130	1805	388	504	526	539	562	459	2978	437	297	395	175	369	106	1779	1616	1561	1098	1060	1139	1057	7531	184.1	200.7	181.7	216.1	190.1	219.3	1192	0.66222	32	32	21	23	14	22	112	0.192444444	0	0	0	0	0	0	0	541	73	27.6	115	81	30.6	8.2	0	y	27.7	67	1	59.94974874	68.84422111	78.64321608	69.14572864	80.625	-31	47
50779	53	WL	BrF52-8	49465	50236	114	85	19	0.4	4/26/2013	TestF53-13	F	10	6/17/2013	7/1/2013	7/8/2013	7/16/2013	Jun	Jul	Jul	Jul	52	1	21.6	0	21.8	1	22.1	6	22.5	5	22.6	5	22.9	7	1791	2039	2046	1677	1763	1594	10910	169.5	159.4	150	148.8	159.8	103.9	891.4	0.495222222	20	40	28	20	33	23	164	176	238	186	113	188	218	1119	175	105	162	184	168	198	992	311	232	276	226	327	296	1668	267	185	206	161	159	99	1077	2141	1665	1891	1566	1654	1563	10480	165.8	118.6	134.4	92.1	148	124.5	783.4	0.43522	37	30	39	24	37	29	159	-0.06	0	0	0	0	0	0	0	549	73	22.6	88	81	24.3	8.3	9	n	22.8	67	1	14.95571701	34.73523562	43.28725088	30.99273451	60.79166667	-14.5	49
50784	53	AGR	BrF52-9	49489	50142	113	113	20	0.466666667	4/26/2013	TestF53-14	M	10	6/17/2013	7/1/2013	7/8/2013	7/16/2013	Jun	Jul	Jul	Jul	52	5	26.8	6	27.4	0	28	10	28	0	28	6	28.1	5	1019	1261	1240	1286	1311	1175	7292	126.9	180	149.8	165.3	158.4	167.7	948.1	0.526722222	14	18	19	24	16	20	111	334	398	328	310	347	254	1971	270	295	218	227	171	117	1298	376	382	356	285	318	246	1963	232	198	215	219	174	144	1182	1912	1364	1240	1312	1279	762	7869	184.3	185.6	182	167.5	138.2	112.6	970.2	0.539	25	21	18	18	18	14	89	0.012277778	0	0	0	0	0	0	0	-8	73	29.6	95	81	31.2	8	0	n	29	67	2	39.51819173	64.85773768	72.64399722	59.00664221	25	-13.83333333	28
50787	53	AGR	BrF52-9	49489	50142	113	113	20	0.466666667	4/26/2013	TestF53-13	F	10	6/17/2013	7/1/2013	7/8/2013	7/16/2013	Jun	Jul	Jul	Jul	52	2	18.9	1	18.8	2	18.8	3	19.2	1	19	4	19.1	3	2235	2519	2037	2860	1992	1981	13624	149.5	176.5	150.2	95.2	127.2	141	839.6	0.466444444	29	29	33	44	31	33	199	652	805	639	693	769	635	4193	502	425	341	429	383	280	2360	841	959	684	695	755	665	4599	401	373	341	366	286	277	2044	3159	2132	1938	2051	1854	1889	13023	184.7	156.5	182.6	172.2	200.6	181.3	1077.9	0.59883	52	39	40	33	37	30	179	0.132388889	0	0	0	0	0	0	0	406	73	20.6	91	81	21.6	7.7	0	y	20.4	67	2	67.37283335	86.35436728	89.7972131	81.17480458	36.16666667	7	33
50788	53	BR	BrF52-25	50171	50104	86	113	19	0.7	4/26/2013	TestF53-14	M	10	6/17/2013	7/1/2013	7/8/2013	7/16/2013	Jun	Jul	Jul	Jul	52	6	28.1	15	28	0	27.8	6	28.3	1	29.3	7	28.7	8	1537	1367	1451	1309	922	1067	7653	150.9	131.1	110.1	157.9	158.2	161.1	869.3	0.482944444	27	28	26	26	18	19	144	374	393	303	324	343	348	2085	319	228	243	211	132	144	1277	581	485	394	460	489	445	2854	397	212	226	164	192	231	1422	1632	1492	1228	1138	1169	967	7626	169.2	180.2	146.4	103.3	187.9	135.6	922.6	0.51256	33	22	21	25	22	23	113	0.029611111	0	0	0	0	0	0	0	769	73	29.9	72	81	32.8	8.1	0	n	30.8	67	4	36.09253206	52.64018104	62.3962786	50.37633057	50.04166667	-10.83333333	43
50792	53	BR	BrF52-25	50171	50104	86	113	19	0.7	4/26/2013	TestF53-13	F	10	6/17/2013	7/1/2013	7/8/2013	7/16/2013	Jun	Jul	Jul	Jul	52	3	18.6	5	18.7	0	19	4	19.7	2	20.1	5	20.2	2	1393	1405	1132	1069	1132	1125	7256	162.7	180.3	158.2	185	191.6	180	1057.8	0.587666667	25	26	32	35	33	35	186	395	365	393	294	326	204	1977	359	235	145	185	226	119	1269	327	461	480	430	450	349	2497	330	212	264	251	230	242	1529	1897	1738	1449	1787	1580	1510	9961	210.3	188.3	193.5	183.8	160	224.8	1160.7	0.64483	54	44	51	60	34	47	236	0.057166667	0	0	0	0	0	0	0	520	73	21	83	81	22	8	0	n	21.2	67	3	14.53571429	31.14285714	49.48214286	31.7202381	27.125	-25.5	39
50793	53	WR	BrF52-32	50301	49496	63	115	20	0.444444444	4/26/2013	TestF53-15	F	10	6/17/2013	7/1/2013	7/8/2013	7/16/2013	Jun	Jul	Jul	Jul	52	7	18.7	6	19.4	1	20.6	3	19.2	0	19.6	5	21.6	5	1927	1597	1218	1206	1017	764	7729	111.8	105.1	149.8	135	142.2	133.8	777.7	0.432055556	27	39	31	27	34	20	178	154	115	62	63	3	18	415	406	201	161	219	145	120	1252	485	430	343	364	280	236	2138	381	178	297	170	267	187	1480	2044	1623	803	855	1121	821	7267	165.5	202.3	258.1	171.2	182.9	220.3	1200.3	0.66683	41	28	10	15	27	14	94	0.234777778	0	0	0	0	0	0	0	1723	73	22.8	99	81	22.7	7.6	0	y	22.2	67	4	82.40330894	89.70181355	89.03722558	87.04744936	74.66666667	20	24
50794	53	BR	BrF52-32	50301	49496	63	115	20	0.444444444	4/26/2013	TestF53-16	M	10	6/17/2013	7/1/2013	7/8/2013	7/16/2013	Jun	Jul	Jul	Jul	52	10	25.6	0	26.7	2	26.8	8	26.6	3	26.8	6	25.7	3	1874	2433	2185	1576	1993	1580	11641	170.5	193.9	177.3	224.7	179.3	228.9	1174.6	0.652555556	22	33	34	29	41	34	193	422	406	369	362	482	368	2409	291	284	274	142	93	107	1191	401	436	427	525	420	446	2655	272	234	241	146	212	163	1268	2806	2252	1246	1632	1427	1305	10668	158.3	192.1	146.9	172.7	130.9	145	945.9	0.5255	57	56	29	40	27	29	181	-0.127055556	0	0	0	0	0	0	0	246	73	26.6	75	81	28.9	8	0	n	26.1	67	1	65.05988158	66.11066496	86.90516214	72.69190289	60.70833333	-30.83333333	49
50795	53	BR	BrF52-33	50339	49460	58	115	20	0.625	5/16/2013	TestF53-15	F	10	6/17/2013	7/1/2013	7/8/2013	7/16/2013	Jun	Jul	Jul	Jul	52	8	20	1	21.2	0	21.8	4	22.4	0	22.7	5	23.2	3	1513	1835	1344	1290	1402	1454	8838	187.3	185.8	157.2	178.5	152.2	159.7	1020.7	0.567055556	20	46	37	34	38	39	214	441	494	550	528	502	515	3030	334	362	276	311	135	289	1707	397	646	459	594	578	404	3078	414	423	356	180	279	226	1878	1677	1898	1232	1476	1099	1619	9001	199.1	174.5	214.9	120.3	119.6	136.1	964.5	0.53583	48	62	23	35	26	63	209	-0.031222222	0	0	0	0	0	0	0	48	73	24.8	72	81	26.4	8.7	0	n	23.1	67	1	56.47431833	68.42544266	74.74123214	66.54699771	41.41666667	-32.5	48
50797	53	WL	BrF52-3	49429	50196	116	86	20	0.666666667	4/27/2013	TestF53-15	F	10	6/17/2013	7/1/2013	7/8/2013	7/16/2013	Jun	Jul	Jul	Jul	51	9	22.7	6	22.6	1	22.3	5	21.5	0	21.6	8	23	3	2166	2161	1295	1300	1829	1340	10091	205.8	189.1	204.7	191.8	154.3	184.8	1130.5	0.628055556	21	22	14	16	26	18	117	456	329	319	393	374	384	2255	347	211	210	285	243	145	1441	660	643	571	547	525	519	3465	398	313	319	218	252	141	1641	2909	2535	1491	1504	1502	1887	11828	212.2	213.1	227.2	155	171.3	163.5	1142.3	0.63461	39	41	35	30	30	44	180	0.006555556	0	0	0	0	0	0	0	1210	72	24.9	97	80	25.6	7.7	0	n	23.6	66	2	52.23567875	62.71557947	69.98997721	61.64707848	53.08333333	-16.5	29
50798	53	AGR	BrF52-29	50233	50110	85	114	20	0.714285714	4/27/2013	TestF53-18	M	10	6/17/2013	7/1/2013	7/8/2013	7/16/2013	Jun	Jul	Jul	Jul	51	5	30.3	8	31.4	0	32.1	4	32.4	0	32.1	6	32.1	7	1785	1757	1955	1381	1418	1425	9721	155.3	162.8	123.5	171.8	110.6	152	876	0.486666667	18	23	29	24	23	23	140	357	329	354	341	406	364	2151	208	306	238	247	281	103	1383	321	281	244	435	406	282	1969	307	292	239	373	168	47	1426	1701	1167	1193	980	1063	1062	7166	161.8	163.1	160.1	131.2	137.2	144.6	898	0.49889	40	28	34	23	24	27	136	0.012222222	0	0	0	0	0	0	0	-182	72	31.7	150	80	32.9	8.2	0	n	24.9	66	2	60.95487089	70.24808945	77.41082777	69.53792937	53.54166667	36.33333333	31
50799	53	WL	BrF52-20	50139	50222	115	86	20	0.75	4/27/2013	TestF53-17	F	10	6/17/2013	7/1/2013	7/8/2013	7/16/2013	Jun	Jul	Jul	Jul	51	1	18.7	3	18.6	1	18	2	18.3	2	18.2	5	18.7	3	1904	1887	1584	1937	1212	1117	9641	118.6	141.7	130	145	139.5	167.9	842.7	0.468166667	14	27	24	48	18	16	147	371	469	525	572	554	573	3064	335	318	274	344	314	239	1824	436	557	510	662	605	558	3328	349	364	383	298	283	206	1883	1354	1400	1421	1267	1419	1208	8069	146.1	180.5	167.9	151.6	197.4	83.6	927.1	0.51506	40	34	37	24	25	32	152	0.046888889	0	0	0	0	0	0	0	264	72	19	63	80	19.4	8	0	n	23.4	66	3	56.84280936	57.12374582	81.60535117	65.19063545	57.875	-0.833333333	26
51201	53	BR	BrF52-63	50413	49464	88	151	22	0.3	6/2/2013	TestF53-21	F	11	7/29/2013	8/12/2013	8/19/2013	8/26/2013	Jul	Aug	Aug	Aug	57	1	24.8	0	25.9	0	25.5	6	25.1	0	23.5	3	25.1	3	1685	1469	1231	1488	1689	1282	8844	168.8	178.8	195.9	186.4	154.2	191.4	1075.5	0.5975	41	30	32	39	28	26	196	372	353	502	533	475	445	2680	318	179	142	153	121	172	1085	742	625	616	577	690	712	3962	325	320	275	285	239	181	1625	1925	1558	1539	1393	1244	1353	9012	144.9	170.3	156.2	108.3	171.2	144.1	895	0.49722	53	33	34	30	25	29	204	-0.100277778	0	0	0	0	0	0	0	1282	78	24.7	92	86	26.4	8.3	0	n	25	71	1	43.30286309	66.27214992	66.85809474	58.81103592	55.20833333	-5.833333333	45
51202	53	WR	BrF52-46	50179	50318	124	97	20	1	6/4/2013	TestF53-22	M	11	7/29/2013	8/12/2013	8/19/2013	8/26/2013	Jul	Aug	Aug	Aug	55	5	26.3	0	27.1	0	28.1	3	29.1	0	29.5	6	31	3	2667	2694	2125	1908	1923	1696	13013	173	166.1	164.7	136.9	157.3	139.5	937.5	0.520833333	46	57	39	32	21	27	222	408	354	337	416	372	419	2306	474	364	371	274	232	226	1941	524	453	465	504	532	421	2899	462	310	309	301	233	257	1872	3418	2510	2606	1945	2172	1928	14579	158.3	171.6	146.7	144.5	153.2	156.9	931.2	0.51733	44	28	39	28	24	28	191	-0.0035	0	0	0	0	0	0	0	593	76	29.2	104	84	29.8	7.9	0	y	28.8	69	1	23.65799622	68.29595463	80.87100189	57.60831758	70	-56.5	47
51204	53	AGR	BrF52-63	50413	49464	88	151	22	0.3	6/2/2013	TestF53-23	M	11	7/29/2013	8/12/2013	8/19/2013	8/26/2013	Jul	Aug	Aug	Aug	57	6	30.2	5	31.4	0	31.7	5	32.2	2	32.2	5	32.7	7	2911	2208	1798	1779	2210	1549	12455	180.4	156.9	171.8	143.1	133.5	146.6	932.3	0.517944444	41	36	22	28	43	30	200	682	522	544	554	434	486	3222	550	418	393	453	307	255	2376	624	687	750	764	675	473	3973	578	481	372	328	378	281	2418	2985	2078	2263	1990	2219	1613	13148	186.7	154.9	135.5	141.8	139.5	203.9	962.3	0.53461	64	31	50	32	46	26	249	0.016666667	0	0	0	0	0	0	0	751	78	32.6	165	86	33.3	8.7	5	n	32.7	71	2	53.40264629	55.27577669	81.39641709	63.35828002	94.20833333	-23.16666667	32
51205	53	AGL	BrF52-38	50101	50314	151	96	21	0.8	6/3/2013	TestF53-21	F	11	7/29/2013	8/12/2013	8/19/2013	8/26/2013	Jul	Aug	Aug	Aug	56	2	21.5	1	22.4	0	22.3	5	21.8	1	21.5	5	21.9	1	1589	1850	1871	1855	1220	1411	9796	143.3	160.9	155.1	129.1	192.9	104.6	885.9	0.492166667	20	25	24	22	14	17	122	470	274	228	205	183	203	1563	438	233	170	211	213	194	1459	479	434	456	389	321	391	2470	291	243	221	215	200	167	1337	2514	1734	1983	1513	1881	1519	11144	161.7	146.9	199.2	216	181.7	162.3	1067.8	0.59322	33	21	25	17	19	25	140	0.101055556	0	0	0	0	0	0	0	907	77	22.6	78	85	24.5	8.4	0	y	22.7	70	2	28.44386727	51.48358784	63.24526443	47.72423985	38	-35.83333333	32
51209	53	BL	BrF52-57	50291	50162	105	124	21	0.5	6/3/2013	TestF53-21	F	11	7/29/2013	8/12/2013	8/19/2013	8/26/2013	Jul	Aug	Aug	Aug	56	3	27.7	4	27.7	1	27.7	6	28.1	0	26.9	5	28.5	6	2185	1927	1720	1816	1636	1195	10479	169.4	151.1	117.4	147.2	134.4	130.9	850.4	0.472444444	41	37	26	30	34	20	188	475	483	523	476	486	498	2941	458	345	396	211	438	331	2179	781	715	589	577	550	557	3769	417	315	362	305	258	228	1885	2655	2348	1603	1534	1514	1447	11101	181.9	158.2	168.7	204.3	224.7	158.8	1096.6	0.60922	57	39	37	18	34	36	221	0.136777778	0	0	0	0	0	0	0	828	77	31.3	91	85	32.2	8.5	0	n	29.4	70	3	11.55331913	27.89302534	30.24402893	23.23012447	78.375	-45.83333333	34
51210	53	BR	BrF52-38	50101	50314	151	96	21	0.8	6/3/2013	TestF53-24	M	11	7/29/2013	8/12/2013	8/19/2013	8/26/2013	Jul	Aug	Aug	Aug	56	7	28.7	6	29.1	0	29.3	10	30.1	0	29.6	6	31.4	9	1075	980	853	916	853	820	5497	153.3	120.7	131.6	106.4	145.5	128.1	785.6	0.436444444	26	34	24	32	29	32	177	336	291	88	240	254	256	1465	371	220	152	154	143	197	1237	562	378	355	426	392	342	2455	329	181	177	174	165	147	1173	1307	924	993	873	820	744	5661	204.8	186.2	135.9	144.2	122.8	131.8	925.7	0.51428	36	26	31	31	22	17	163	0.077833333	0	0	0	0	0	0	0	990	77	32.1	137	85	33.5	8.2	0	n	32.1	70	3	38.05776014	58.98589065	74.85780423	57.30048501	73.625	-29.16666667	37
51211	53	AGR	BrF52-60	50393	50138	92	153	21	0.692307692	6/4/2013	TestF53-21	F	11	7/29/2013	8/12/2013	8/19/2013	8/26/2013	Jul	Aug	Aug	Aug	55	4	17.9	6	17.6	2	17.2	5	17.4	1	17.1	4	17.7	6	1563	1384	1307	1270	1107	1255	7886	139.4	164.4	138.3	166.3	154.2	120.3	882.9	0.4905	28	27	24	27	27	27	160	515	476	543	567	584	566	3251	400	288	228	293	299	213	1721	734	671	691	857	897	773	4623	358	315	352	205	354	232	1816	3161	2034	1984	1785	1865	1706	12535	183.6	134.6	168.6	172.9	181.9	170	1011.6	0.562	51	29	38	29	24	22	193	0.0715	0	0	0	0	0	0	0	1372	76	17.4	51	84	18.7	7	0	n	18.2	69	4	27.01078782	42.67115875	63.69167943	44.45787533	119.8333333	-5	30
51216	53	BL	BrF52-57	50291	50162	105	124	21	0.5	6/3/2013	TestF53-25	M	11	7/29/2013	8/12/2013	8/19/2013	8/26/2013	Jul	Aug	Aug	Aug	56	8	37.1	6	38.5	0	38.7	7	39.3	0	39.8	6	41.2	7	1793	1485	1429	1101	1288	978	8074	168.1	134.8	130.8	124.7	141.9	99.9	800.2	0.444555556	31	37	44	29	39	31	211	339	344	393	368	318	319	2081	268	162	169	148	117	90	954	334	344	260	256	186	99	1479	203	136	136	199	111	98	883	1896	1372	664	716	1035	874	6557	154.3	168.7	100.2	131.2	129.7	138.8	822.9	0.45717	43	36	23	20	23	19	164	0.012611111	0	0	0	0	0	0	0	-602	77	39	127	85	40.2	9.1	0	n	40	70	4	40.86840841	75.96246596	84.07926818	66.97004752	97	46	31
51219	53	BR	BrF52-62	50409	50144	91	152	21	0.5	6/4/2013	TestF53-23	F	11	7/29/2013	8/12/2013	8/19/2013	8/26/2013	Jul	Aug	Aug	Aug	55	9	25.8	4	26	0	25.6	3	25.7	1	25.8	5	26.5	5	1813	1747	1579	1033	1356	1237	8765	162.6	159.3	152.6	218	179.8	112.9	985.2	0.547333333	27	36	32	17	26	26	164	501	603	606	589	553	623	3475	464	293	261	129	187	329	1663	586	648	595	540	745	803	3917	398	208	314	250	260	281	1711	2604	2336	1697	1942	1436	1740	11755	186.7	254.9	219.1	204.2	229.7	154.8	1249.4	0.69411	37	32	20	29	24	35	177	0.146777778	0	0	0	0	0	0	0	442	76	25.9	74	84	26.5	7.9	0	n	27.1	69	1	34.63145447	54.74339771	72.27039811	53.8817501	37.83333333	-7.5	48
51220	53	AGR	BrF52-60	50393	50138	92	153	21	0.692307692	6/4/2013	TestF53-24	M	11	7/29/2013	8/12/2013	8/19/2013	8/26/2013	Jul	Aug	Aug	Aug	55	1	19.6	4	20.2	2	19.7	5	20.3	2	19.7	5	19.8	1	1853	2064	1674	2047	1890	2084	11612	140.2	149.5	137.1	150.4	204.9	182.6	964.7	0.535944444	21	22	30	34	28	38	173	591	653	689	782	742	662	4119	646	489	356	358	254	219	2322	678	693	808	784	886	783	4632	362	311	339	276	241	218	1747	401	132	537	445	538	744	2797	291.8	300	190.2	70.5	91.5	123	1067	0.59278	7	0	5	7	8	10	37	0.056833333	0	0	0	0	0	0	0	513	76	20.9	81	84	22.6	8	0	n	21.3	69	1	42.79926606	47.90165138	51.13541284	47.27877676	62.29166667	-27.83333333	47
51221	53	BL	BrF52-55	50271	50170	119	124	22	0.833333333	6/3/2013	TestF53-23	F	11	7/29/2013	8/12/2013	8/19/2013	8/26/2013	Jul	Aug	Aug	Aug	56	10	21.5	0	21.7	0	22.1	5	22	0	22.1	5	22.9	5	2648	2736	2656	2668	1756	1567	14031	122.1	158.9	159.1	128.8	97.3	223.7	889.9	0.494388889	46	44	45	34	36	24	229	475	466	517	534	425	454	2871	491	291	325	271	225	270	1873	564	426	456	510	427	560	2943	371	330	217	320	91	206	1535	2595	2401	1926	1917	1281	1315	11435	179.1	170.7	158.8	158.1	97.1	132.9	896.7	0.49817	50	41	29	29	18	15	182	0.003777778	0	0	0	0	0	0	0	72	77	22.8	84	85	23.7	7.5	2	y	23.4	70	2	49.01302578	68.22849389	82.0936228	66.44504749	44.41666667	-12.16666667	29
51223	53	AGR	BrF52-49	50183	50428	124	87	21	0.692307692	6/4/2013	TestF53-23	F	11	7/29/2013	8/12/2013	8/19/2013	8/26/2013	Jul	Aug	Aug	Aug	55	11	17	2	17	0	17.5	5	17.9	0	18.1	7	18.6	5	1829	1612	1428	1339	1196	830	8234	129.5	140.7	136.9	172.6	185.6	186.4	951.7	0.528722222	29	37	34	41	35	28	204	263	200	167	125	155	124	1034	368	107	189	131	115	27	937	337	440	346	408	252	240	2023	241	148	203	76	123	64	855	1579	1361	863	1082	886	645	6416	186.6	184.7	144.9	175.3	118.3	179	988.8	0.54933	37	31	22	31	26	13	160	0.020611111	0	0	0	0	0	0	0	989	76	18.9	83	84	18.6	7.3	1	n	18.8	69	3	12.13903743	7.406417112	9.598930481	9.714795009	45.29166667	-55.16666667	33
51224	53	WR	BrF52-62	50409	50144	91	152	21	0.5	6/4/2013	TestF53-24	M	11	7/29/2013	8/12/2013	8/19/2013	8/26/2013	Jul	Aug	Aug	Aug	55	2	29.6	4	29.9	0	29.7	5	29.4	0	29.3	3	29.5	2	2366	2224	1903	1841	1504	1829	11667	145.6	201.3	198.2	193	177.7	172.1	1087.9	0.604388889	18	35	20	23	22	24	142	458	367	266	236	333	206	1866	411	330	267	189	261	131	1589	552	370	338	291	378	322	2251	367	274	270	272	274	174	1631	2711	1990	1596	1620	1742	1511	11170	178.2	164.5	167.8	167.2	175.4	201.8	1054.9	0.58606	42	27	28	29	29	26	181	-0.018333333	0	0	0	0	0	0	0	385	76	31.7	72	84	33.6	8.6	1	y	30.9	69	2	70.43058968	85.77641278	88.78255528	81.66318591	46.79166667	-30.66666667	26
