"id"	"cpp.diff"	"sens"	"cpp1.1"	"cpp1.2"	"cpp1.3"	"cpp1.4"	"cpp1.5"	"cpp1.6"	"cpp1.t"	"cpp1.p"	"cpp8.1"	"cpp8.2"	"cpp8.3"	"cpp8.4"	"cpp8.5"	"cpp8.6"	"cpp8.t"	"cpp8.p"	"sc1.1"	"sc1.2"	"sc1.3"	"sc1.4"	"sc1.5"	"sc1.6"	"sc1.t"	"sc8.1"	"sc8.2"	"sc8.3"	"sc8.4"	"sc8.5"	"sc8.6"	"sc8.t"	"act1.1"	"act1.2"	"act1.3"	"act1.4"	"act1.5"	"act1.6"	"act1.t"	"act2.1"	"act2.2"	"act2.3"	"act2.4"	"act2.5"	"act2.6"	"act2.t"	"act3.1"	"act3.2"	"act3.3"	"act3.4"	"act3.5"	"act3.6"	"act3.t"	"act4.1"	"act4.2"	"act4.3"	"act4.4"	"act4.5"	"act4.6"	"act4.t"	"act5.1"	"act5.2"	"act5.3"	"act5.4"	"act5.5"	"act5.6"	"act5.t"	"act8.1"	"act8.2"	"act8.3"	"act8.4"	"act8.5"	"act8.6"	"act8.t"	"ppi3"	"ppi6"	"ppi12"	"avg.ppi"	"startle"	"habituation"	"glucose"	"tail"	"wild"	"ppi3.logit"	"ppi6.logit"	"ppi12.logit"	"wild.binary"
51240	-0.174111111	1022	198.6	172.8	199.6	198.9	204.8	163.6	1138.3	0.632388889	148.2	139.8	117.7	122.8	137.5	158.9	824.9	0.45828	37	35	28	33	35	32	200	26	21	23	13	17	25	125	2571	2313	2000	1870	1714	1492	11960	452	309	278	329	396	395	2159	290	138	136	180	160	83	987	525	512	535	518	569	522	3181	257	146	187	141	97	157	985	1972	1666	1552	1193	1142	1451	8976	5.525175557	64.05199462	70.66188555	46.74635191	25.58333333	-19.33333333	94	"8.2"	0	-3.25741389650514	-2.19067665168529	-2.14773507755256	0
51241	0.0285	-121	151.8	160.7	155.2	180.4	140.5	170.8	959.4	0.533	156.1	195	160.5	155.3	195.9	147.9	1010.7	0.5615	53	39	36	35	46	37	246	34	36	35	28	29	32	194	1631	1248	1234	1124	1394	1066	7697	362	349	268	342	288	245	1854	222	206	227	160	222	247	1284	319	303	275	287	379	170	1733	312	161	214	225	200	284	1396	1322	1243	1146	953	872	858	6394	18.14232466	25.5316107	62.66754299	35.44715945	122.2916667	11	98	"8.3"	0	-2.74051843880747	-2.591811544531	-2.20022715191552	0
51243	0.169277778	-570	164.3	125.1	161	114.3	148.8	103.3	816.8	0.453777778	193.6	179.1	197.2	202.6	184.4	164.6	1121.5	0.62306	25	21	16	14	13	17	106	16	28	27	29	23	20	143	1795	1671	1599	1387	995	1221	8668	564	481	531	434	388	405	2803	464	153	228	248	229	137	1459	423	447	422	305	342	294	2233	204	158	163	151	249	148	1073	1170	1328	1459	1354	1373	1186	7870	37.19925466	48.50666503	57.48878924	47.73156964	101.3333333	10.33333333	85	"7.9"	0	-2.42784720631316	-2.3120868397895	-2.23791292719833	0
51244	0.237	-349	157.1	146	124.8	107.6	156.4	98.1	790	0.438888889	218.5	220.8	208.5	204.4	182.3	182.1	1216.6	0.67589	37	24	23	18	17	14	133	31	28	27	26	19	26	157	1906	1266	1276	954	1163	1093	7658	370	491	395	496	424	432	2608	324	368	236	144	224	147	1443	285	422	452	440	328	332	2259	190	182	233	146	100	79	930	2312	2126	2155	1682	1863	1623	11761	-20.36984421	38.03866991	62.15742457	26.60875009	75.16666667	-58	94	"8.5"	4	-3.99995656837923	-2.41811952892509	-2.20379910122663	1
51245	-0.000166667	1277	197.5	201.6	159.9	178.2	169.9	187.8	1094.9	0.608277778	175.5	169.2	184.5	166.2	211.7	187.5	1094.6	0.60811	29	41	32	39	28	30	199	43	26	26	19	24	26	164	1862	1668	1736	1737	1489	1293	9785	449	546	724	682	627	608	3636	487	373	362	315	309	79	1925	774	1002	715	780	889	753	4913	332	364	342	331	217	165	1751	1880	1171	1277	1192	999	1241	7760	49.71586425	74.4820442	82.26124704	68.8197185	53.375	-19.16666667	147	"8.5"	0	-2.30134048893763	-2.12470159177835	-2.08121737527118	0
51247	0.014166667	653	171	145.4	140.7	199.7	224.2	192.4	1073.4	0.596333333	128.2	134.7	209.8	211.1	205.1	210	1098.9	0.6105	27	29	32	23	31	33	175	42	33	29	26	23	21	174	1795	1453	1611	1320	1091	1271	8541	448	356	502	602	573	500	2981	679	337	272	313	307	200	2108	648	823	570	564	566	463	3634	465	356	297	352	286	195	1951	1918	1596	1449	1232	1182	1107	8484	25.97797615	43.0398775	63.52010165	44.17931843	89.125	-18.66666667	47	"7.4"	0	-2.58426500911292	-2.36425574121565	-2.19432137387994	0
51250	0.131444444	591	153.9	130.1	157.6	175.1	145	159.8	921.5	0.511944444	178.9	153.6	197.5	203	208.6	216.5	1158.1	0.64339	38	37	19	15	23	24	156	34	29	24	26	23	15	151	2371	1927	1470	1352	1347	1312	9779	321	277	232	231	203	167	1431	239	218	126	143	138	55	919	297	366	367	345	316	331	2022	208	149	175	171	136	125	964	2305	1581	1292	1344	1176	841	8539	53.36813499	68.73877263	69.95747033	64.02145932	145.4583333	4.333333333	132	"8.6"	0	-2.27039401840185	-2.15980263223039	-2.15211701159868	0
51254	0.0695	392	120.5	105.1	114.2	144.6	142.5	159.5	786.4	0.436888889	153.4	171.4	122	167.1	158.7	138.9	911.5	0.50639	24	34	19	21	23	24	145	33	28	31	26	25	21	164	1635	1699	1664	1407	1336	1135	8876	357	475	395	411	348	357	2343	369	202	194	120	250	262	1397	496	528	424	384	483	420	2735	237	211	188	198	213	229	1276	2369	1638	1489	1421	1494	1598	10009	48.24572845	60.56867093	61.32515978	56.71318638	29.83333333	-27	140	"8"	0	-2.31444077580153	-2.21511349358452	-2.20968979377445	0
51257	0.090611111	32	143.9	153.8	158.6	141	161.4	118.7	877.4	0.487444444	158.4	155.2	175.5	210.2	139	202.2	1040.5	0.57806	33	35	32	47	37	47	231	44	47	38	25	36	31	221	2845	2605	2407	2517	2438	2395	15207	650	435	391	371	431	373	2651	332	244	267	210	221	265	1539	460	459	419	402	456	487	2683	311	193	211	238	235	128	1316	2054	2054	1620	1404	1423	1277	9832	25.66909206	63.15058526	69.61657703	52.81208478	60.875	8.5	94	"8.2"	0	-2.58947326471731	-2.196871328657	-2.15425335170978	0
51258	0.063666667	522	168.9	168.8	116.5	157.6	113.6	130	855.4	0.475222222	155.5	180.5	177.4	159	163.4	134.2	970	0.53889	28	30	33	36	20	23	170	46	49	33	25	30	26	209	1622	1549	1379	1774	1194	1216	8734	303	350	361	455	290	265	2024	309	249	238	271	246	158	1471	402	445	370	430	497	402	2546	279	259	294	258	152	207	1449	2385	2326	1952	1758	1694	1440	11555	31.86863246	47.87518348	75.6560785	51.79996481	113.5	-105.1666667	66	"8.2"	0	-2.49525032529159	-2.31780536277148	-2.11785797939757	0
51259	0.077	1917	178.6	171.8	156.8	174.9	129.3	153.9	965.3	0.536277778	163.1	173.3	218	204.9	181.1	163.5	1103.9	0.61328	23	28	25	38	27	26	167	27	35	23	30	27	21	163	2214	2248	1683	2182	2169	2042	12538	508	271	269	373	404	332	2157	403	230	258	331	204	155	1581	672	479	648	752	828	695	4074	290	216	232	278	299	235	1550	2614	2346	1813	1950	1857	1630	12210	37.43874311	52.57161959	66.81297008	52.27444426	43.875	-47	71	"7.9"	0	-2.42504974454587	-2.27695946432434	-2.17222783463429	0
51262	0.032277778	424	132.7	153.5	119.3	202	164.5	164.4	936.4	0.520222222	180.7	156.5	182.3	181.3	163.3	130.4	994.5	0.5525	20	25	18	22	21	21	127	36	18	20	30	25	33	162	1636	1559	1242	927	868	827	7059	309	224	239	190	173	176	1311	302	156	73	150	140	125	946	275	321	304	295	291	249	1735	221	139	177	98	176	120	931	2603	1575	1285	1648	1464	1562	10137	-9.078762307	37.57296062	37.19409283	21.89609705	78.04166667	-55	118	"8.6"	0	-3.99995656837923	-2.42348973650353	-2.42790769892649	0
51263	0.117444444	448	185.9	228.7	148.6	136.9	125.8	163.2	989.1	0.5495	182.2	190.4	156.5	221.3	242.2	207.9	1200.5	0.66694	22	26	41	28	31	42	190	35	38	31	33	31	34	202	2073	2262	2421	1864	1815	2139	12574	375	344	304	297	183	296	1799	375	199	336	223	259	131	1523	448	494	327	344	315	319	2247	335	318	154	305	199	224	1535	3084	2581	2216	2114	1489	2076	13560	-10.75675676	-1.041431116	20.34213583	2.847982653	73.58333333	17.16666667	74	"8.1"	0	-3.99995656837923	-3.99995656837923	-2.69071910259583	0
51268	0.114555556	357	151.7	176.7	144	175.3	150	140.2	937.9	0.521055556	192.8	192.1	176.1	194.9	204.8	183.4	1144.1	0.63561	35	30	34	26	27	32	184	49	33	23	29	20	14	168	1371	1190	1317	1024	1128	1100	7130	303	191	135	175	107	102	1013	361	175	213	231	219	105	1304	347	285	252	193	178	115	1370	283	291	322	246	174	149	1465	2282	1713	1546	1690	1374	1148	9753	39.42078196	70.28697171	85.35735478	65.02170282	99.33333333	20.16666667	68	"8.3"	0	-2.40255935903633	-2.15006186514351	-2.06503611762831	0
51272	0.112333333	1562	171.7	167.8	174.9	117	155.8	124.4	911.6	0.506444444	186	211.3	168.4	187.4	195.6	165.1	1113.8	0.61878	24	24	24	21	32	28	153	44	42	22	38	46	34	226	1943	1801	1971	2037	2056	2037	11845	446	479	423	465	612	488	2913	503	369	361	372	371	280	2256	633	759	753	819	794	717	4475	375	418	360	365	183	259	1960	3064	2884	2096	2569	2834	2610	16057	52.24847561	35.89939024	58.51371951	48.88719512	16.70833333	-15.66666667	118	"8.2"	0	-2.27965130480851	-2.44335103201338	-2.23019361196129	0
51275	-0.026111111	1807	118.5	132.5	142.8	171.3	40.2	74.1	679.4	0.377444444	116.6	120.4	66.9	121.5	78.9	128.1	632.4	0.35133	21	15	18	16	10	14	94	30	18	16	16	10	23	113	2206	1326	1597	1265	976	1144	8514	521	382	416	408	485	514	2726	296	159	125	208	167	178	1133	573	663	690	794	973	840	4533	248	191	84	237	196	59	1015	2136	1483	919	1132	739	1218	7627	60.65268065	83.86946387	81.56177156	75.36130536	30.70833333	-2.166666667	51	"7.9"	6	-2.21450786677894	-2.07273836836659	-2.08495664261458	1
51276	0.131277778	394	135.7	182	163.9	197.1	211	151.3	1041	0.578333333	205.5	212.7	210.7	204.6	206.6	237.2	1277.3	0.70961	19	18	19	17	21	21	115	29	30	26	21	15	12	133	1246	1241	1329	1049	1128	1093	7086	322	223	207	183	147	140	1222	316	203	213	161	101	115	1109	318	255	305	244	250	244	1616	299	191	180	185	157	174	1186	1591	1398	1137	1050	812	763	6751	4.802074778	36.74778474	51.13620056	30.89535336	85.83333333	17	121	"8.5"	0	-3.31836247983638	-2.43316996071283	-2.28904502875136	0
51277	0.011111111	244	0	187.5	119.3	192.4	152.1	73.5	724.8	0.402666667	179.5	180.2	135.5	110.1	57	82.5	744.8	0.41378	0	14	16	16	19	12	77	23	21	10	22	10	6	92	812	1018	929	942	1019	561	5281	439	500	442	371	320	364	2436	293	229	175	205	69	110	1081	531	418	398	445	543	345	2680	328	334	161	178	111	113	1225	1526	1135	649	840	449	552	5151	21.77766244	39.55101635	54.02642	38.4516996	85.20833333	-40	53	"7.7"	0	-2.66104191494857	-2.40112126727917	-2.26504111080211	0
51280	0.152777778	841	104.9	139.6	134.3	130.3	161.2	164.5	834.8	0.463777778	167.8	195.4	171.8	207.5	157	210.3	1109.8	0.61656	13	27	32	22	24	27	145	33	22	22	32	27	23	159	1335	1319	1398	1320	1014	937	7323	264	233	219	203	222	175	1316	212	139	188	144	145	73	901	310	360	375	379	394	339	2157	280	194	274	200	172	122	1242	1802	1339	1125	1202	1127	1041	7636	55.84694232	82.2654946	85.60037702	74.57093798	111.875	-14.5	70	"8.2"	0	-2.25056840021294	-2.08119476505257	-2.06379074267644	0
51281	0.128444444	-1868	157.5	125.2	116.5	140.9	132	128	800.1	0.4445	180.9	166.6	147.5	165.8	168.7	201.8	1031.3	0.57294	30	23	37	33	43	41	207	44	43	49	43	28	36	243	1863	1855	1559	1559	1451	1402	9689	475	476	515	427	605	409	2907	349	259	289	220	239	208	1564	379	545	39	20	19	37	1039	401	298	218	197	142	151	1407	2519	2483	2563	2347	1679	1670	13261	53.15384615	69.38461538	70.19230769	64.24358974	21.08333333	-5.333333333	62	"8.4"	4	-2.27215070580004	-2.15571297666919	-2.15065131691483	1
51283	-0.131	334	183.2	164.3	135.7	208.6	216.9	161	1069.7	0.594277778	135.1	96.9	107.6	185.4	163.6	145.3	833.9	0.46328	29	26	37	29	34	30	185	42	38	24	27	27	36	194	1669	1457	1685	1524	1389	1308	9032	520	536	417	469	507	373	2822	433	290	291	219	183	227	1643	652	585	561	503	494	361	3156	309	283	294	256	263	273	1678	2626	2109	2135	1894	1375	1780	11919	53.74947101	72.92001693	78.9476654	68.53905111	54.16666667	-9.833333333	49	"7.3"	0	-2.26728519978529	-2.13397476021585	-2.0992184487889	0
51284	0.040833333	1542	164.3	134.6	134.6	141.3	171.9	150	896.7	0.498166667	171.9	159.7	200.1	220.7	106.2	111.6	970.2	0.539	34	38	48	40	48	34	242	83	33	50	37	29	38	270	1735	1570	1809	1360	1367	1250	9091	515	534	370	430	497	514	2860	535	382	376	315	303	243	2154	720	702	763	740	875	602	4402	537	307	391	285	257	236	2013	2631	1676	1858	1693	1039	1308	10205	56.57100809	63.87049301	64.18585094	61.54245068	26.79166667	-28.16666667	69	"8.1"	0	-2.24494225880139	-2.19191697499389	-2.18976415615267	0
51288	0.028888889	-239	151.4	159.1	162.3	158.9	164.9	113.7	910.3	0.505722222	169.3	173.2	151.1	178	157	133.7	962.3	0.53461	24	29	33	19	27	26	158	31	33	22	14	24	15	139	1708	1902	1910	1451	1390	1352	9713	489	483	434	451	437	471	2765	514	437	363	301	246	190	2051	430	482	456	370	403	385	2526	362	300	252	189	211	182	1496	2114	1956	1529	1162	1524	1156	9441	63.8958565	79.37378523	81.64231494	74.97065223	67.125	13.33333333	93	"8.5"	0	-2.19174343876764	-2.09686199505033	-2.08452445567936	0
51289	0.106166667	-310	166.2	114.4	133.8	89.9	108.1	102.5	714.9	0.397166667	149.7	113.1	158.8	163	154.7	166.7	906	0.50333	29	22	27	20	18	20	136	57	55	59	45	33	33	282	1326	922	974	831	707	631	5391	416	223	296	291	263	166	1655	396	316	258	270	264	238	1742	427	228	228	189	166	107	1345	488	294	326	253	160	228	1749	1767	1621	1441	1232	1079	1057	8197	43.2025721	76.1453591	78.25378186	65.86723769	61.70833333	-11.83333333	71	"8"	0	-2.36261006779368	-2.1150369552024	-2.10308277893587	0
51291	0.122777778	138	152.8	144.8	134.1	138.2	123.5	124.2	817.6	0.454222222	181.5	155.5	197.1	154.3	200.4	149.8	1038.6	0.577	22	29	23	27	22	19	142	34	37	26	22	21	21	161	2306	2364	1741	1622	1272	1244	10549	505	482	269	391	373	477	2497	340	223	236	221	251	100	1371	599	372	439	420	429	376	2635	301	180	133	167	171	148	1100	1507	1473	1176	1042	815	873	6886	9.187585926	37.90340649	56.50669586	34.53256276	78.625	-12	73	"7.8"	0	-3.03639939099486	-2.41967250534317	-2.24543907226841	0
51294	0.161555556	1508	175.3	99.7	142.2	96.4	201.8	81.5	796.9	0.442722222	176.4	171.4	165.3	177.4	217.5	179.7	1087.7	0.60428	38	28	30	32	33	35	196	57	57	34	41	49	57	295	2266	1389	1474	1257	1285	1330	9001	630	625	476	419	486	596	3232	539	484	502	443	279	297	2544	681	768	867	833	860	731	4740	458	441	368	404	336	249	2256	3345	2715	1858	2038	2260	2330	14546	8.11886121	28.55836299	43.40142349	26.69288256	43.33333333	-46.83333333	57	"7.8"	0	-3.09015214181743	-2.54302464228622	-2.3606070240487	0
51295	0.187611111	-266	118.2	112.7	156	115.1	82	141.8	725.8	0.403222222	181.4	163.3	178.9	155.2	196.7	188	1063.5	0.59083	23	27	25	26	32	35	168	37	35	36	29	38	21	196	2532	2647	2356	2249	1818	2067	13669	601	511	374	493	462	297	2738	372	299	450	434	423	218	2196	576	433	465	341	355	302	2472	256	256	257	318	170	236	1493	1848	1400	1282	1330	1217	871	7948	65.41354437	84.16835913	86.34078017	78.64089455	58.625	27.83333333	44	"7.5"	1	-2.18148211196358	-2.07118028370307	-2.06001801743831	1
51297	-0.022888889	342	168.8	179.5	158.6	217	168.6	163.6	1056.1	0.586722222	184.9	144.1	204	206.4	170.1	105.4	1014.9	0.56383	28	20	14	10	22	23	117	33	20	16	18	21	25	133	2456	2021	1581	996	1744	1580	10378	468	263	241	298	233	226	1729	369	262	277	217	197	207	1529	421	382	284	358	285	341	2071	350	323	334	218	251	128	1604	2589	2163	1503	1385	1294	1330	10264	56.28253848	71.5034201	82.04018621	69.94204826	49.58333333	-10.83333333	87	"8.2"	0	-2.24717509891958	-2.14255667538293	-2.08239570682352	0
51302	0.167333333	1304	130.1	127.4	160	140.1	137.3	142.8	837.7	0.465388889	202.4	223.5	187.6	144.5	206.5	174.4	1138.9	0.63272	23	32	30	35	30	37	187	33	34	29	29	38	42	205	1890	2006	2088	1799	1745	1735	11263	342	192	173	168	158	156	1189	288	192	185	134	109	115	1023	491	367	403	404	420	408	2493	321	219	208	108	209	158	1223	1586	1450	1179	1061	1308	1508	8092	37.89215686	64.6372549	83.06862745	61.86601307	92.66666667	-38.33333333	94	"8"	0	-2.41980191234344	-2.18670082407704	-2.07694027318608	0
51303	0.136777778	2038	119.6	157.5	154.9	150.3	177.7	147.7	907.7	0.504277778	167.3	194.4	203.4	202.8	194.6	191.4	1153.9	0.64106	20	29	37	25	35	19	165	63	39	54	40	35	52	283	2389	2247	2620	2179	2091	1673	13199	392	387	204	238	272	330	1823	394	304	262	289	252	244	1745	548	640	553	794	685	641	3861	291	366	407	322	400	302	2088	3397	2804	2867	2495	2329	2725	16617	-16.50753769	-3.271915131	27.99274149	2.737762889	29.75	-19.16666667	39	"8"	4	-3.99995656837923	-3.99995656837923	-2.551737152447	1
51304	0.015166667	671	139.7	139.8	135	141.5	162	151.4	869.4	0.483	173	143	165.1	108.8	154.6	152.2	896.7	0.49817	26	24	21	20	31	42	164	39	47	40	38	34	29	227	1399	1573	1411	1280	1485	1234	8382	470	409	351	380	442	264	2316	403	322	164	251	204	160	1504	465	499	537	553	499	434	2987	412	367	385	292	277	228	1961	2098	1992	1947	1435	1640	1404	10516	59.31628714	76.56465059	79.67660717	71.85251497	37.08333333	-21	78	"8.8"	0	-2.22424229701845	-2.1126337397175	-2.09519499750001	0
51307	0.153666667	-136	151.3	118.8	132.4	100.6	91.3	107.5	701.9	0.389944444	200.5	156.1	181.1	161.4	132.9	146.5	978.5	0.54361	15	23	22	20	14	22	116	31	14	18	14	25	21	123	1269	1463	1901	1809	1373	1430	9245	265	213	295	320	394	306	1793	438	215	240	184	166	45	1288	448	333	381	98	185	212	1657	383	180	244	156	287	97	1347	1763	1027	1232	957	1137	1010	7126	23.86869104	31.37878162	49.38223909	34.87657058	157.3333333	10.5	90	"7.2"	0	-2.62113355389534	-2.50199901752612	-2.30427926591601	0
51308	0.108833333	369	85.7	98.9	149.4	163.6	128.9	161	787.5	0.4375	148.7	148.4	192.2	137.2	147.4	209.5	983.4	0.54633	22	36	45	40	33	29	205	50	37	44	34	33	25	223	2150	1809	1944	1970	1760	1528	11161	427	369	355	378	412	354	2295	445	339	320	233	317	177	1831	507	482	367	454	454	400	2664	297	278	312	286	278	195	1646	2572	2530	2430	1811	1973	1381	12697	39.14557887	69.71305008	79.26187832	62.70683576	48.58333333	-26.83333333	97	"8.5"	0	-2.40561387325761	-2.15364771386928	-2.09747962580977	0
51309	0.161111111	222	102.1	159.4	65.1	150.8	150	69.4	696.8	0.387111111	180.2	231.6	180	156	128.9	110.1	986.8	0.54822	22	27	19	27	36	10	141	57	30	39	36	35	27	224	1163	1140	696	832	1017	408	5256	253	161	135	120	176	46	891	281	184	158	268	128	96	1115	372	163	214	143	127	94	1113	240	178	116	130	199	41	904	1779	1021	1191	941	1024	709	6665	45.6544956	41.6961322	63.76316929	50.37126569	42.16666667	-17.83333333	72	"8.3"	2	-2.33852916158317	-2.37808960321802	-2.19265203925244	1
51313	0.080777778	941	162.8	174.1	137	145	183.5	143.5	945.9	0.5255	169	222.7	190.9	169.5	162.1	177.1	1091.3	0.60628	43	50	36	39	33	37	238	69	52	45	54	53	36	309	2370	2783	2670	2254	2126	2276	14479	657	574	447	370	448	426	2922	525	459	364	360	292	290	2290	594	680	666	637	707	579	3863	383	357	202	352	419	332	2045	3212	3104	2373	2739	2531	2208	16167	2.429734513	13.59079646	26.31858407	14.11303835	54.5	-55.5	82	"7.4"	0	-3.6143356425127	-2.86616444936168	-2.57859297097383	0
51319	0.159722222	3	113.6	144.3	164.6	137.6	121.9	183.6	865.6	0.480888889	180.9	182.4	227	187.7	192.5	182.6	1153.1	0.64061	44	33	37	37	33	17	201	49	35	29	28	24	37	202	2740	2532	2440	2339	2334	1642	14027	667	710	805	599	708	577	4066	695	503	392	374	427	256	2647	738	715	712	705	607	592	4069	277	193	364	302	318	272	1726	3673	2842	2425	2093	2108	2361	15502	27.22189237	46.19660275	45.56112587	39.65987366	104.9583333	-40.33333333	92	"7.5"	0	-2.56389784364191	-2.33337901934941	-2.33942233665205	0
51324	0.031777778	-411	130.1	212.7	199.6	192.1	195.8	45.4	975.7	0.542055556	203	211.1	182.2	144.5	180.3	111.8	1032.9	0.57383	25	34	33	24	16	13	145	27	23	22	20	15	19	126	1499	1599	1700	1426	1024	536	7784	526	495	503	480	401	337	2742	455	309	389	252	234	127	1766	544	411	339	333	372	332	2331	563	353	343	233	277	210	1979	1655	1490	1183	1121	907	759	7115	41.46623131	61.09320044	70.95995876	57.83979683	83.20833333	9.833333333	132	"7.3"	0	-2.38050083439424	-2.21134574133552	-2.14589390767246	0
51327	0.038666667	-310	159.9	162	132.8	148.4	152.4	108.5	864	0.48	151	146.4	145	145.7	165.6	179.9	933.6	0.51867	45	33	25	23	31	17	174	53	39	23	20	22	23	180	1215	1047	986	909	827	604	5588	335	504	446	435	460	291	2471	450	350	238	314	327	258	1937	427	481	450	332	284	187	2161	405	286	264	236	246	161	1598	1522	1272	1038	818	724	741	6115	70.89201878	80.18443997	86.1602951	79.07891795	39.58333333	-13.5	101	"8.5"	0	-2.14631288991031	-2.09241349703604	-2.06093471484007	0
51328	-0.083055556	-159	191.8	180.6	162.9	174.8	183.7	158.4	1052.2	0.584555556	177.5	171	157.3	163.6	148.2	85.1	902.7	0.5015	40	34	28	21	20	23	166	36	26	34	20	21	15	152	2553	2167	2035	1536	1392	1208	10891	426	372	357	217	262	128	1762	478	333	350	233	183	133	1710	544	469	339	133	75	43	1603	442	424	311	264	217	119	1777	2088	1810	1801	1199	993	751	8642	51.39338235	52.34191176	44.14705882	49.29411765	14.95833333	15.66666667	120	"8"	0	-2.28685505774482	-2.27887126871921	-2.35317669781386	0
51329	0.246111111	413	123.5	147.7	138.5	101.4	139.4	126	776.5	0.431388889	200	210.7	180.3	210.9	221.3	196.3	1219.5	0.6775	40	32	20	29	34	29	184	53	46	30	43	37	35	244	2165	1986	1367	1497	1194	1391	9600	403	442	442	406	348	282	2323	377	353	196	217	223	197	1563	435	447	504	463	426	461	2736	352	264	232	126	169	230	1373	2187	1488	1175	1373	1341	1224	8788	37.35478956	63.33841173	62.52142449	54.40487526	16.33333333	-0.833333333	NA	NA	NA	-2.4260283703721	-2.19557333052368	-2.20124734091951	NA
51334	0.059222222	69	173.5	158.5	130.5	142.2	146.9	123.2	874.8	0.486	148.9	188.2	154.5	157.5	154.3	178	981.4	0.54522	42	48	33	41	38	19	221	53	60	35	31	26	44	249	3056	2815	2173	2152	1761	964	12921	354	442	404	352	363	196	2111	410	255	265	332	272	148	1682	391	444	383	345	434	183	2180	383	269	192	262	330	94	1530	2242	2297	1638	1499	1179	1188	10043	19.33250311	25.71415633	61.66020281	35.56895408	94.04166667	-21.83333333	84	"7.5"	0	-2.71287149871721	-2.58870953021483	-2.20730889257062	0
51335	-0.033388889	-910	163.4	154.8	154.6	155.2	125.4	128	881.4	0.489666667	130.3	147.2	138.3	149	123.7	132.8	821.3	0.45628	47	44	34	41	36	36	238	37	37	41	39	20	23	197	2666	2399	1891	2215	1926	1747	12844	536	446	448	601	370	536	2937	389	311	320	239	233	160	1652	401	411	475	301	240	199	2027	219	162	171	259	193	146	1150	2101	2083	1941	2032	1497	1362	11016	16.48104547	18.64765482	65.2760509	33.4682504	54.16666667	22.66666667	68	"7.6"	0	-2.78229888924434	-2.72856516508531	-2.18240193170638	0
51338	0.057	658	166.6	141.8	127	126.3	111.5	122	795.2	0.441777778	136.1	144.8	152.2	168.3	142.3	154.1	897.8	0.49878	54	30	30	29	29	24	196	56	31	40	28	27	24	206	1976	1908	1777	1508	1623	1526	10318	359	334	376	404	471	315	2259	435	321	306	216	197	160	1635	585	506	507	479	484	356	2917	434	314	405	258	316	238	1965	2820	2242	2283	2004	2040	1691	13080	67.37115313	74.26134859	82.09015308	74.57421827	40.75	-0.666666667	111	"8"	0	-2.16859022663221	-2.12600000409546	-2.08212909073776	0
51339	0.090277778	204	147.4	161.4	174.3	174.4	192.9	180.4	1030.8	0.572666667	229.2	237.2	153.5	175.9	215.5	182	1193.3	0.66294	35	43	28	35	45	45	231	23	12	16	34	25	26	136	1913	2203	1948	2163	2246	1884	12357	562	349	353	303	320	359	2246	417	280	320	281	220	236	1754	427	494	475	308	335	411	2450	312	317	344	302	265	215	1755	1492	437	994	1134	1316	1583	6956	59.98461538	65.98461538	65.86923077	63.94615385	27.83333333	-5	66	"7.7"	0	-2.21934717806369	-2.17768213867744	-2.17844728086903	0
51342	-0.012666667	621	177	175.8	187.8	196.2	182.8	208	1127.6	0.626444444	183.6	183.4	147.5	185.7	221.1	183.5	1104.8	0.61378	42	37	36	28	28	23	194	50	36	28	21	20	20	175	2422	2321	2164	1637	1412	1346	11302	461	444	345	300	319	224	2093	354	253	213	229	192	170	1411	488	531	408	446	469	372	2714	299	329	219	265	206	126	1444	2361	2209	1611	1647	1484	1453	10765	22.25464191	3.013262599	15.49071618	13.5862069	13.25	-4.833333333	74	"7.9"	0	-2.65161180549417	-3.52083213484582	-2.80925522823774	0
51345	0.0045	2	147.2	118.7	136.8	164.2	153.6	208	928.5	0.515833333	166.1	169.4	142	135.5	151.8	171.8	936.6	0.52033	36	42	31	38	36	51	234	37	26	40	27	25	28	183	2656	2506	1902	2349	2006	2001	13420	305	208	205	214	225	142	1299	326	211	262	178	269	103	1349	346	167	231	214	180	163	1301	193	110	202	164	204	181	1054	1968	1850	1516	1821	1527	1525	10207	54.8736941	64.31153612	73.42877674	64.20466899	37.625	-9.833333333	86	"7.6"	0	-2.25824610524967	-2.18890908253504	-2.13093296970319	0
51346	-0.096944444	-445	148.7	159.3	155.2	146.1	158.1	132.1	899.5	0.499722222	147.6	125.6	96.1	117.7	153.7	84.3	725	0.40278	37	29	18	19	21	21	145	35	27	26	21	25	17	151	2140	1748	1631	1269	1532	1815	10135	444	403	292	255	297	226	1917	345	163	162	147	201	145	1163	407	275	151	179	252	208	1472	222	212	202	145	148	117	1046	2294	1759	1618	1427	1486	992	9576	47.70522075	43.29472329	68.94465894	53.31486766	66.54166667	-49.33333333	132	"8.4"	0	-2.31935732116932	-2.36168068371429	-2.15849477447195	0
